,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
108031,Mansfield Legacy,4316,0.4,2.9,33.3,18.3,40.6,0.0,4.5,2449.0,2449.0,0.418,18.07,0,0,12467.0,14.84375,35,24,68.60000000000001
108066,Mansfield,4317,0.3,7.4,23.6,20.3,43.4,0.2,4.9,2582.0,2582.0,0.289,18.01,0,0,12467.0,-1.8461538461538463,29,12,41.4
108095,Mansfield Summit,4318,0.3,6.7,29.0,43.3,16.5,0.3,3.9,1905.0,1905.0,0.595,15.09,0,0,12467.0,18.02777777777778,36,30,83.3
108131,Manvel,4319,0.2,4.4,43.4,37.1,12.5,0.1,2.3,2941.0,2941.0,0.544,16.78,0,0,15171.0,6.617647058823529,34,19,55.900000000000006
108165,Mansfield Timberview,4320,0.2,12.6,23.6,47.9,11.6,0.1,4.0,1973.0,1973.0,0.499,16.38,0,0,12467.0,14.75609756097561,41,36,87.8
108206,Marathon,4321,0.0,1.8,68.4,0.0,29.8,0.0,0.0,57.0,16.0,0.702,4.78,0,0,26550.0,-26.4,14,0,0.0
108220,Marfa,4322,0.0,0.4,90.4,0.7,7.4,0.0,1.1,270.0,94.0,0.541,8.84,0,0,17330.0,-20.666666666666668,23,0,0.0
108243,Marble Falls,4323,0.3,0.9,48.9,1.4,46.7,0.5,1.3,1191.0,1191.0,0.602,13.24,0,0,17899.0,-40.206896551724135,29,0,0.0
108272,Marion,4324,0.2,0.2,39.6,3.1,53.5,0.4,2.9,477.0,477.0,0.365,12.29,0,0,22539.0,17.38888888888889,36,28,77.8
108308,Marlin,4325,0.0,0.4,39.3,51.5,7.9,0.0,0.9,229.0,229.0,0.987,10.64,0,0,17748.0,20.625,16,13,81.2
108324,Marcus,4326,0.4,8.7,16.5,4.2,66.5,0.1,3.7,3027.0,3027.0,0.093,15.87,0,0,16562.0,5.34375,33,23,69.69999999999999
108357,Marshall Christian Academy,4327,,,,,,,,,,,,0,0,,1.4074074074074074,28,13,46.400000000000006
108385,Marshall,4328,0.9,1.2,39.7,34.6,21.4,0.0,2.2,1363.0,1363.0,0.683,14.36,0,0,11397.0,-7.814814814814815,27,6,22.2
108412,Mart,4329,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,15473.0,5.388888888888889,18,10,55.60000000000001
108430,Marshall,4330,0.2,4.8,66.6,8.3,16.2,0.0,3.9,2613.0,2613.0,0.469,16.38,0,0,13035.0,4.40625,32,21,65.60000000000001
108462,Martin,4331,0.5,8.8,24.9,19.0,43.0,0.2,3.5,3733.0,3733.0,0.371,18.3,0,0,13733.0,13.833333333333334,36,28,77.8
108498,Martinsville,4332,,,,,,,,,,,,0,0,,3.8275862068965516,30,16,53.300000000000004
108528,Martins Mill,4333,0.5,0.0,24.5,0.9,71.8,0.0,2.3,216.0,139.0,0.449,10.62,0,0,13492.0,14.0,36,28,77.8
108564,May,4334,0.0,0.0,21.4,1.6,76.2,0.0,0.8,126.0,82.0,0.413,9.43,0,0,13372.0,3.9,13,6,46.2
108577,Martin,4335,0.0,0.0,99.5,0.1,0.4,0.0,0.0,1931.0,1931.0,0.978,13.45,0,0,14326.0,0.1891891891891892,37,20,54.1
108614,Mason,4336,0.0,0.4,35.1,0.4,61.4,0.0,2.6,228.0,228.0,0.478,9.38,0,0,13415.0,-2.1176470588235294,18,7,38.9
108632,Mathis,4337,0.2,0.0,93.7,0.9,5.1,0.0,0.0,430.0,430.0,0.786,10.9,0,0,19890.0,-8.826086956521738,30,7,23.3
108662,Maud,4338,0.4,0.2,5.9,4.9,82.3,0.2,6.1,474.0,135.0,0.57,12.02,0,0,12828.0,-1.8484848484848484,33,13,39.4
108695,McCauley Christian Academy,4339,,,,,,,,,,,,0,0,,-9.428571428571429,14,4,28.599999999999998
108709,McCamey,4340,0.7,0.0,80.6,2.8,15.3,0.0,0.7,144.0,144.0,0.597,8.45,0,0,25310.0,-12.583333333333334,24,8,33.300000000000004
108733,Maypearl,4341,0.0,0.3,21.8,2.2,73.9,0.0,1.9,372.0,372.0,0.371,12.3,0,0,10910.0,5.625,34,20,58.8
108767,Mayde Creek,4342,0.4,5.4,57.2,21.8,12.7,0.1,2.3,2827.0,2827.0,0.739,15.01,0,0,12931.0,10.222222222222221,36,25,69.39999999999999
108803,McAllen,4343,0.1,1.0,91.8,0.4,6.0,0.0,0.7,2185.0,2185.0,0.672,12.38,0,0,12616.0,14.75609756097561,41,32,78.0
108844,McAllen Memorial,4344,0.1,1.1,94.4,0.5,3.5,0.0,0.3,2138.0,2138.0,0.71,15.12,0,0,12616.0,8.194444444444445,38,22,57.9
108882,McCallum,4345,0.2,1.6,29.7,5.5,57.8,0.2,5.1,1826.0,1826.0,0.212,17.13,0,0,26732.0,-6.833333333333333,30,12,40.0
108912,McDade,4346,0.0,0.0,59.4,1.5,37.6,0.8,0.8,133.0,72.0,0.534,7.41,0,0,12548.0,-0.12,25,10,40.0
108937,McCollum,4347,0.0,0.1,97.3,0.2,2.3,0.0,0.2,1496.0,1496.0,0.814,12.94,0,0,14009.0,12.4,32,23,71.89999999999999
108969,McGregor,4348,1.1,0.5,46.3,6.0,43.3,0.9,1.8,436.0,436.0,0.567,12.13,0,0,12601.0,2.0,35,15,42.9
109004,McLean,4349,,,,,,,,,,,,0,0,,-9.45,22,6,27.3
109026,McKinney North,4350,,,,,,,,,,,,0,0,,12.575757575757576,33,23,69.69999999999999
109059,McLeod,4351,0.9,0.0,0.0,0.9,97.4,0.0,0.9,114.0,114.0,0.421,9.89,0,0,11301.0,4.815789473684211,38,26,68.4
109097,McKinney Christian Academy,4352,1.6,5.2,7.4,5.0,80.8,0.0,0.0,593.0,233.0,,10.57,1,1,,21.477272727272727,44,37,84.1
109141,McKinney,4353,0.8,4.9,32.7,17.8,39.3,0.2,4.3,2957.0,2957.0,0.334,16.41,0,0,12702.0,17.0,41,35,85.39999999999999
109182,McMullen County,4354,0.0,1.4,39.9,0.0,58.3,0.0,0.4,283.0,91.0,0.276,10.77,0,0,124655.0,33.625,40,35,87.5
109222,Meadow,4355,0.4,0.0,71.1,0.0,27.0,0.4,1.1,270.0,86.0,0.696,8.78,0,0,16679.0,-14.058823529411764,27,2,7.3999999999999995
109249,Medina Valley,4356,0.5,1.0,62.4,4.4,28.1,0.3,3.4,1936.0,1936.0,0.431,17.32,0,0,13805.0,-2.6551724137931036,29,11,37.9
109278,Medina,4357,0.0,0.4,29.6,2.6,65.2,0.0,2.2,267.0,79.0,0.566,7.1,0,0,20803.0,3.08,25,14,56.00000000000001
109303,McNeil,4358,0.3,22.9,24.8,10.8,36.3,0.0,4.8,2484.0,2484.0,0.212,14.28,0,0,15114.0,-8.866666666666667,30,6,20.0
109333,Memorial,4359,0.7,21.4,18.1,16.6,39.5,0.0,3.8,1975.0,1975.0,0.165,14.98,0,0,13828.0,16.444444444444443,36,33,91.7
109369,Melissa,4360,0.5,3.6,18.6,12.2,60.5,0.2,4.5,1315.0,1315.0,0.133,16.73,0,0,24389.0,10.5,34,24,70.6
109403,Memorial,4361,0.2,16.6,22.7,2.4,53.7,0.0,4.4,2531.0,2531.0,0.142,16.83,0,0,21380.0,-2.5714285714285716,35,10,28.599999999999998
109438,Memorial Christian Academy,4362,,,,,,,,,,,,0,0,,28.48148148148148,28,25,89.3
109466,Memphis,4363,0.0,0.0,58.9,5.7,34.0,0.0,1.4,141.0,141.0,0.709,9.31,0,0,18977.0,-28.95,22,1,4.5
109488,Mercedes,4364,0.0,0.1,98.5,0.1,1.1,0.0,0.2,1007.0,1007.0,0.929,13.37,0,0,13395.0,3.2333333333333334,30,17,56.699999999999996
109518,Mercy Culture Prep,4365,0.0,2.9,29.4,8.7,58.7,0.0,0.4,320.0,102.0,,10.91,1,1,,-25.1,11,1,9.1
109529,Menard,4366,,,,,,,,,,,,0,0,,6.636363636363637,33,18,54.50000000000001
109562,Meridian,4367,0.0,1.0,34.4,3.3,57.9,0.0,3.3,209.0,100.0,0.555,8.36,0,0,16734.0,-14.264705882352942,34,10,29.4
109596,Merkel,4368,1.2,0.0,27.2,0.3,68.8,0.0,2.4,327.0,327.0,0.425,9.57,0,0,11224.0,7.9,31,22,71.0
109627,Miami,4369,0.5,0.0,13.8,0.0,85.2,0.0,0.5,196.0,64.0,0.296,8.47,0,0,24323.0,-8.6,18,5,27.800000000000004
109645,Methodist Children's Home,4370,0.0,1.2,23.5,31.8,37.6,0.0,5.9,85.0,63.0,0.941,8.0,1,0,18018.0,-2.411764705882353,17,7,41.199999999999996
109662,Mesquite,4371,0.5,1.4,57.4,28.0,11.0,0.1,1.6,2344.0,2344.0,0.741,13.04,0,0,11511.0,-9.916666666666666,26,4,15.4
109688,Mexia,4372,0.0,0.0,12.5,25.0,62.5,0.0,0.0,8.0,7.0,0.0,1.14,0,0,12773.0,2.3142857142857145,35,20,57.099999999999994
109723,Midland Texas Leadership Charter Academy,4373,,,,,,,,,,,,0,0,,-19.9,10,1,10.0
109733,Meyer,4374,0.0,0.0,35.5,58.9,2.8,0.0,2.8,107.0,62.0,0.972,7.13,0,0,13532.0,7.8,35,21,60.0
109768,Mickey Leland College Preparatory Academy for Young Men,4375,0.3,0.5,40.3,56.5,1.3,0.0,1.1,372.0,199.0,0.72,16.03,0,1,13304.0,11.8,30,17,56.699999999999996
109798,Midessa,4376,,,,,,,,,,,,0,0,,2.7241379310344827,34,18,52.900000000000006
109832,Midland Legacy,4377,0.4,2.5,61.8,8.3,24.8,0.1,2.1,2339.0,2339.0,0.357,17.6,0,0,18191.0,3.096774193548387,31,17,54.800000000000004
109863,Midland,4378,0.4,0.7,71.6,6.7,18.3,0.0,2.4,851.0,851.0,0.464,18.11,0,0,18191.0,-9.678571428571429,28,6,21.4
109891,Midland Christian,4379,0.5,1.6,11.8,2.6,81.9,0.2,1.4,1249.0,376.0,,12.74,1,1,,2.342857142857143,35,18,51.4
109926,Midland Classical Academy,4380,,,,,,,,,,,,0,0,,14.4,35,26,74.3
109961,Midlothian Heritage,4381,0.3,1.3,18.9,9.6,66.1,0.1,3.8,1161.0,1161.0,0.161,15.88,0,0,16482.0,6.84375,33,21,63.6
109994,Midlothian,4382,,,,,,,,,,,,0,1,16482.0,4.942857142857143,35,20,57.099999999999994
110029,Midway,4383,0.0,0.0,6.1,0.0,93.9,0.0,0.0,131.0,44.0,0.634,6.93,0,0,19924.0,8.65625,36,22,61.1
110065,Milano,4384,0.0,1.3,31.4,3.8,57.7,0.0,5.8,156.0,156.0,0.5,8.98,0,0,15616.0,2.032258064516129,32,18,56.2
110097,Milby,4385,0.3,0.2,94.7,4.0,0.6,0.0,0.1,2095.0,2095.0,0.923,22.28,0,1,13304.0,-12.565217391304348,23,5,21.7
110120,Midway,4386,0.2,4.6,24.6,11.3,55.4,0.1,3.7,2556.0,2556.0,0.272,15.13,0,0,15438.0,5.857142857142857,35,21,60.0
110155,Mildred,4387,0.4,1.1,19.6,3.1,72.2,0.0,3.5,453.0,265.0,0.43,12.56,0,0,13625.0,-3.4571428571428573,35,17,48.6
110190,Milford,4388,,,,,,,,,,,,0,0,,-14.80952380952381,22,5,22.7
110212,Miles,4389,0.0,0.0,36.4,0.5,62.7,0.0,0.5,220.0,138.0,0.395,9.81,0,0,12838.0,3.730769230769231,35,11,31.4
110247,Miller,4390,0.3,0.1,85.7,5.5,7.9,0.0,0.5,1522.0,1369.0,0.884,15.22,0,0,13681.0,9.2,35,27,77.10000000000001
110282,Millsap,4391,0.6,0.0,15.2,1.2,81.0,0.3,1.8,336.0,336.0,0.42,9.95,0,0,12917.0,-22.766666666666666,30,5,16.7
110312,Mission,4392,0.0,0.0,99.5,0.0,0.5,0.0,0.0,2252.0,2252.0,0.896,14.31,0,0,12412.0,-11.041666666666666,26,4,15.4
110338,Mineola,4393,0.9,1.3,31.2,5.6,56.2,0.0,4.8,461.0,461.0,0.43,10.39,0,0,14659.0,6.758620689655173,29,20,69.0
110367,Mineral Wells,4394,5.3,0.0,31.6,5.3,57.9,0.0,0.0,19.0,19.0,0.947,19.59,0,0,12774.0,-11.26923076923077,27,9,33.300000000000004
110394,Mission Veterans Memorial,4395,,,,,,,,,,,,0,1,12412.0,-22.8,26,1,3.8
110420,Monte Alto,4396,0.3,0.0,98.0,0.0,1.6,0.0,0.0,306.0,306.0,0.948,14.33,0,0,14036.0,-4.6923076923076925,17,7,41.199999999999996
110437,Molina,4397,0.3,0.1,94.6,3.8,1.2,0.0,0.0,2131.0,2131.0,0.893,16.01,0,0,16695.0,-25.555555555555557,26,2,7.7
110463,Miller Grove,4398,0.0,0.3,17.1,0.0,80.9,0.3,1.3,299.0,78.0,0.535,9.87,0,0,21765.0,12.0,37,26,70.3
110500,Monterey,4399,0.3,0.4,63.3,10.8,22.9,0.1,2.1,2113.0,2113.0,0.69,15.79,0,0,13483.0,-1.96875,32,17,53.1
110532,Montwood,4400,0.1,0.9,94.9,1.1,2.6,0.2,0.3,2569.0,2569.0,0.671,17.81,0,0,14857.0,-11.217391304347826,24,8,33.300000000000004
110556,Monahans,4401,0.7,0.2,65.7,4.2,29.0,0.0,0.3,600.0,600.0,0.262,12.61,0,0,38710.0,-3.4166666666666665,36,15,41.699999999999996
110592,Moody,4402,0.5,0.5,34.0,5.7,55.5,0.0,3.8,209.0,209.0,0.579,9.63,0,0,14144.0,1.3636363636363635,33,15,45.5
110625,Moran,4403,0.0,0.0,11.4,2.6,83.3,0.9,1.8,114.0,33.0,0.851,8.0,0,0,17534.0,-35.06666666666667,17,1,5.8999999999999995
110642,Morgan,4404,0.7,0.7,61.2,0.0,33.1,0.0,4.3,139.0,43.0,0.698,8.84,0,0,15816.0,13.869565217391305,23,18,78.3
110665,Moulton,4405,1.5,0.0,51.5,0.7,45.6,0.0,0.7,136.0,86.0,0.537,11.13,0,0,45385.0,-5.647058823529412,22,6,27.3
110687,Motley County,4406,0.0,0.0,25.5,1.3,71.3,0.0,1.9,157.0,50.0,0.732,8.79,0,0,20766.0,-28.923076923076923,17,1,5.8999999999999995
110704,Morton,4407,0.6,0.0,89.2,0.6,8.9,0.0,0.8,361.0,98.0,0.801,9.24,0,0,17594.0,-4.6,23,7,30.4
110727,Mount Vernon,4408,0.0,0.8,26.1,5.2,64.1,0.0,3.8,479.0,479.0,0.562,12.91,0,0,11462.0,3.176470588235294,17,10,58.8
110744,Mount Calm,4409,0.5,0.0,30.2,3.1,62.0,0.0,4.2,192.0,40.0,0.719,10.51,0,0,14897.0,-20.476190476190474,22,5,22.7
110766,Mt. Enterprise,4410,0.4,1.3,9.0,10.7,75.5,0.9,2.1,233.0,130.0,0.605,11.21,0,0,13278.0,-9.181818181818182,27,9,33.300000000000004
110793,Muenster,4411,0.0,0.8,4.6,0.4,91.6,0.0,2.5,238.0,141.0,0.084,10.61,0,0,13552.0,15.625,32,28,87.5
110825,Mt. Pleasant,4412,,,,,,,,,,,,0,0,,8.735294117647058,34,24,70.6
110859,Mountain View,4413,0.5,0.2,94.2,0.1,4.9,0.1,0.0,822.0,822.0,0.815,14.63,0,0,13099.0,1.0344827586206897,29,16,55.2
110888,Morton Ranch,4414,0.5,4.7,59.0,19.6,13.3,0.2,2.6,2541.0,2541.0,0.688,15.01,0,0,12931.0,-15.233333333333333,30,4,13.3
110918,Muleshoe,4415,,,,,,,,,,,,0,0,,-10.272727272727273,22,7,31.8
110940,Mullin,4416,0.0,0.0,24.7,0.0,74.2,0.0,1.0,97.0,38.0,0.794,5.8,0,0,24083.0,1.3214285714285714,30,19,63.3
110970,Mumford,4417,,,,,,,,,,,,0,0,,16.333333333333332,39,31,79.5
111009,Munday,4418,0.0,1.2,60.6,4.1,29.4,0.0,4.7,170.0,73.0,0.594,9.46,0,0,14588.0,19.838709677419356,31,23,74.2
111040,Natalia,4419,0.0,0.0,81.7,0.3,16.5,0.0,1.5,334.0,334.0,0.701,13.04,0,0,20669.0,-23.875,27,4,14.799999999999999
111067,Navarro,4420,0.0,0.0,81.7,12.7,2.8,0.0,2.8,71.0,71.0,0.901,23.67,1,0,26732.0,-13.566666666666666,30,5,16.7
111097,Naaman Forest,4421,0.6,11.7,54.6,20.5,10.4,0.0,2.1,2224.0,2224.0,0.781,17.41,0,0,11347.0,3.9393939393939394,33,21,63.6
111130,Nacogdoches,4422,0.2,2.0,49.1,24.5,22.6,0.1,1.7,1754.0,1754.0,0.743,13.89,0,0,18588.0,0.6060606060606061,37,15,40.5
111167,Navasota,4423,0.2,0.2,55.7,21.9,20.9,0.1,0.9,866.0,866.0,0.711,11.68,0,0,19533.0,2.1515151515151514,33,20,60.6
111200,Nazarene Christian Academy,4424,0.5,2.9,35.4,44.2,13.2,0.2,3.6,2259.0,2259.0,0.645,13.13,0,0,15470.0,2.8181818181818183,22,10,45.5
111222,Navarro,4425,,,,,,,,,,,,0,0,,-8.030303030303031,33,11,33.300000000000004
111255,Nazareth,4426,0.8,0.0,9.2,0.4,86.8,0.0,2.8,250.0,72.0,0.192,11.32,0,0,11580.0,14.208333333333334,26,15,57.699999999999996
111281,Needville,4427,,,,,,,,,,,,0,1,10905.0,-20.5,30,3,10.0
111311,New Boston,4428,0.6,0.0,9.8,22.0,55.2,0.6,11.9,337.0,337.0,0.736,8.94,0,0,14509.0,6.620689655172414,29,16,55.2
111340,New Braunfels,4429,0.3,1.2,46.3,2.1,48.0,0.1,2.2,1949.0,1949.0,0.282,19.08,0,0,13034.0,5.457142857142857,35,20,57.099999999999994
111375,Neches,4430,,,,,,,,,,,,0,0,,-5.3125,32,15,46.9
111407,Nederland,4431,0.8,7.7,27.7,8.6,53.3,0.1,1.7,1448.0,1448.0,0.415,12.85,0,0,14274.0,7.628571428571429,35,24,68.60000000000001
111442,New Braunfels Christian Academy,4432,0.0,2.8,38.9,1.4,47.4,0.0,9.5,211.0,211.0,,9.86,1,1,,19.264705882352942,34,27,79.4
111476,New Deal,4433,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0,0,11448.0,16.424242424242426,33,26,78.8
111509,New Summerfield,4434,0.2,0.6,84.9,2.4,11.7,0.0,0.2,538.0,151.0,0.868,11.34,0,0,15057.0,0.2692307692307692,28,14,50.0
111537,New Caney,4435,0.3,0.7,64.2,4.4,28.3,0.1,2.0,2246.0,2246.0,0.693,17.15,0,0,16840.0,6.472222222222222,36,23,63.9
111573,Newcastle,4436,0.0,0.0,20.3,0.0,77.8,0.0,1.9,212.0,54.0,0.627,8.79,0,0,17386.0,-37.27272727272727,20,1,5.0
111593,New Home,4437,,,,,,,,,,,,0,0,,26.133333333333333,30,24,80.0
111623,New Diana,4438,0.3,0.3,12.9,7.5,74.4,0.0,4.6,348.0,348.0,0.408,11.78,0,0,11353.0,-7.304347826086956,23,6,26.1
111646,New Waverly,4439,,,,,,,,,,,,0,0,,17.5,29,24,82.8
111675,Newman International Academy,4440,0.2,5.5,27.9,33.6,29.6,0.0,3.2,473.0,295.0,0.467,11.78,1,0,9556.0,14.035714285714286,30,23,76.7
111705,Newman International Academy,4441,0.0,2.6,44.5,39.1,10.6,0.0,3.2,972.0,281.0,0.529,12.39,1,0,9556.0,5.181818181818182,34,17,50.0
111739,Newman Smith,4442,0.3,13.3,36.6,16.1,29.0,0.0,4.7,579.0,53.0,0.392,13.54,1,0,8853.0,1.6666666666666667,29,13,44.800000000000004
111768,Newton,4443,0.0,0.8,4.6,36.5,53.5,0.0,4.6,260.0,260.0,0.704,8.05,0,0,15499.0,-6.294117647058823,17,4,23.5
111785,Nixon-Smiley,4444,0.0,0.0,78.0,1.1,20.6,0.0,0.4,277.0,277.0,0.805,10.48,0,0,16093.0,0.2413793103448276,29,16,55.2
111814,Nixon,4445,0.0,0.3,99.1,0.0,0.6,0.0,0.0,2161.0,2161.0,0.954,14.1,0,0,14326.0,12.542857142857143,35,26,74.3
111849,Nimitz,4446,0.9,2.1,81.8,5.9,8.4,0.1,0.7,2477.0,2477.0,0.845,14.48,0,0,12106.0,-6.913043478260869,25,9,36.0
111874,Nimitz,4447,,,,,,,,,,,,0,1,12935.0,3.342857142857143,35,21,60.0
111909,Nocona,4448,0.4,0.4,34.1,0.8,60.6,0.0,3.6,249.0,249.0,0.486,9.76,0,0,12602.0,1.5,36,19,52.800000000000004
111945,Nordheim,4449,0.0,0.0,47.0,2.7,50.3,0.0,0.0,149.0,33.0,0.597,9.17,0,0,53479.0,-0.9230769230769231,26,13,50.0
111971,North Central Texas Academy,4450,0.0,5.4,8.1,32.3,53.2,0.0,1.1,186.0,85.0,,5.31,1,1,,7.103448275862069,29,15,51.7
112000,Nolan Catholic,4451,1.8,10.9,37.4,8.4,33.5,0.0,7.9,760.0,760.0,,10.27,1,1,,3.1951219512195124,41,23,56.10000000000001
112041,North Forest,4452,0.2,0.0,66.5,31.3,1.1,0.0,0.9,568.0,568.0,0.901,16.46,1,0,10417.0,-4.9,20,5,25.0
112061,North Dallas Adventist Academy,4453,,,,,,,,,,,,0,0,,3.6470588235294117,19,10,52.6
112080,North Hills Prep,4454,0.0,66.4,17.2,3.8,8.3,0.4,3.8,494.0,494.0,0.148,12.88,1,0,10306.0,-36.18181818181818,12,2,16.7
112092,North Dallas,4455,0.4,1.7,69.8,24.0,3.0,0.2,0.9,1202.0,1202.0,0.87,16.0,0,0,16695.0,-11.142857142857142,28,5,17.9
112120,Normangee,4456,0.5,1.5,13.5,3.5,79.0,0.0,2.0,200.0,200.0,0.39,11.0,0,0,13245.0,-4.068965517241379,29,12,41.4
112149,North Crowley,4457,0.2,12.4,43.8,21.7,17.5,0.0,4.4,968.0,457.0,0.527,15.63,1,0,9440.0,11.473684210526315,40,30,75.0
112189,North Garland,4458,0.7,20.7,55.4,12.2,9.8,0.0,1.2,2752.0,2752.0,0.725,17.51,0,0,11347.0,-4.28,28,8,28.599999999999998
112217,North Forney,4459,0.3,2.3,26.6,40.9,25.6,0.2,4.1,2291.0,2291.0,0.406,17.37,0,0,19780.0,-10.057142857142857,35,8,22.900000000000002
112252,North Hopkins,4460,0.0,0.0,27.5,0.0,65.9,0.0,6.6,229.0,151.0,0.629,10.05,0,0,12265.0,6.03125,32,19,59.4
112284,North Shore,4461,0.3,1.0,71.4,23.1,3.5,0.0,0.6,4528.0,4528.0,0.861,15.99,0,0,14171.0,-2.6551724137931036,29,14,48.3
112313,North Lamar,4462,2.1,1.5,12.4,4.6,76.2,0.0,3.1,711.0,711.0,0.443,12.36,0,0,11467.0,-3.03125,34,17,50.0
112347,North Zulch,4463,0.0,1.9,15.2,0.6,78.7,0.0,3.5,315.0,80.0,0.635,10.77,0,0,14960.0,-5.36,32,11,34.4
112379,North Side,4464,0.1,0.3,93.1,3.5,2.9,0.1,0.2,1847.0,1847.0,0.917,15.75,0,0,16504.0,-20.8,27,4,14.799999999999999
112406,North Mesquite,4465,0.6,0.6,73.5,15.2,8.9,0.1,0.9,2164.0,2164.0,0.786,14.08,0,0,11511.0,5.2,35,19,54.300000000000004
112441,Northland Christian,4466,,,,,,,,,,,,0,0,,-4.833333333333333,19,9,47.4
112460,Northbrook,4467,0.5,1.0,91.0,4.0,3.0,0.0,0.6,2622.0,2622.0,0.803,19.13,0,0,21380.0,-25.857142857142858,28,3,10.7
112488,Northside,4468,5.3,0.0,21.1,15.8,57.9,0.0,0.0,19.0,15.0,0.263,4.81,0,0,12148.0,-44.36363636363637,17,0,0.0
112505,Nueces Canyon,4469,0.0,0.0,45.7,0.8,52.8,0.0,0.8,127.0,75.0,0.677,8.78,0,0,15150.0,-14.357142857142858,28,10,35.699999999999996
112533,Northside,4470,0.1,0.1,85.2,13.5,0.8,0.0,0.3,1323.0,1323.0,0.95,16.11,0,1,13304.0,-9.321428571428571,28,11,39.300000000000004
112561,Northwest,4471,,,,,,,,,,,,0,1,16479.0,-5.096774193548387,31,10,32.300000000000004
112592,O'Connell,4472,0.0,7.8,37.9,7.8,43.7,0.0,2.9,103.0,103.0,,7.41,1,1,,21.6,32,25,78.10000000000001
112624,O'Donnell,4473,0.0,0.0,63.2,0.3,34.1,0.3,2.0,296.0,92.0,0.696,8.6,0,0,18779.0,10.774193548387096,32,21,65.60000000000001
112656,Oak Cliff Faith Family Academy,4474,0.1,0.6,73.2,23.7,1.5,0.0,0.8,2326.0,658.0,0.995,19.68,1,0,11845.0,20.53846153846154,40,36,90.0
112696,O'Connor,4475,0.2,2.1,59.8,2.7,31.6,0.1,3.4,3026.0,3026.0,0.222,17.53,0,0,13035.0,4.0285714285714285,35,22,62.9
112731,Northeast Early College,4476,0.2,1.9,81.2,12.7,2.9,0.1,1.1,1015.0,1015.0,0.9,14.11,0,0,26732.0,7.131578947368421,38,26,68.4
112769,Olfen,4477,0.0,0.0,0.0,0.0,50.0,0.0,50.0,2.0,2.0,0.0,0.0,0,0,16831.0,-35.875,8,0,0.0
112777,Oak Ridge,4478,0.2,4.4,35.7,14.2,41.4,0.1,4.0,2585.0,2585.0,0.351,15.95,0,0,12788.0,-9.558823529411764,34,9,26.5
112811,Oakridge,4479,,,,,,,,782.0,224.0,,0.0,1,1,,-11.2,17,5,29.4
112828,Oakwood,4480,0.0,0.0,13.8,26.4,52.9,0.0,6.9,87.0,59.0,0.839,8.1,0,0,15849.0,-4.7,24,9,37.5
112852,Odem,4481,0.0,0.0,83.7,1.1,13.4,0.4,1.4,283.0,283.0,0.657,10.89,0,0,20663.0,3.7837837837837838,37,23,62.2
112889,Odessa,4482,,,,,,,,,,,,0,0,,7.705882352941177,34,25,73.5
112923,Oglesby,4483,0.0,0.0,24.2,1.0,70.2,0.0,4.5,198.0,56.0,0.571,8.83,0,0,17200.0,-3.8125,16,6,37.5
112939,Olney,4484,2.0,0.5,40.6,2.0,53.0,0.0,2.0,202.0,202.0,0.649,7.69,0,0,15694.0,-7.483870967741935,31,7,22.6
112970,Olton,4485,,,,,,,,,,,,0,0,,25.13888888888889,36,32,88.9
113006,Our Lady of the Hills,4486,0.0,4.7,26.2,1.9,67.3,0.0,0.0,107.0,107.0,,8.99,1,1,,8.72,25,13,52.0
113031,Onalaska,4487,0.6,1.0,10.3,2.5,82.9,0.0,2.7,515.0,322.0,0.802,12.93,0,0,12268.0,-10.735294117647058,34,7,20.599999999999998
113065,Orange Grove,4488,0.0,0.5,62.8,0.4,35.3,0.0,1.1,556.0,556.0,0.568,14.2,0,0,11332.0,0.8709677419354839,32,17,53.1
113097,Overton,4489,,,,,,,,,,,,0,0,,-7.038461538461538,27,8,29.599999999999998
113124,Ore City,4490,0.8,0.0,21.5,4.0,68.8,0.0,4.9,247.0,247.0,0.652,9.03,0,0,12453.0,-4.607142857142857,28,11,39.300000000000004
113152,Orangefield,4491,0.0,1.3,10.0,0.4,86.0,0.0,2.3,529.0,529.0,0.263,11.56,0,0,10911.0,8.86111111111111,36,25,69.39999999999999
113188,Ovilla Christian,4492,0.0,0.8,4.6,8.8,81.7,0.0,4.2,281.0,91.0,,8.85,1,1,,11.117647058823529,34,23,67.60000000000001
113222,Ozona,4493,0.9,0.9,74.5,0.0,23.4,0.0,0.4,235.0,235.0,0.617,9.63,0,0,39813.0,-19.818181818181817,33,7,21.2
113255,Paint Creek,4494,0.0,0.0,49.5,0.0,49.5,0.0,1.1,95.0,27.0,0.821,5.37,0,0,22890.0,-19.0,9,0,0.0
113264,Paducah,4495,0.6,0.0,46.6,11.8,39.1,0.0,1.9,161.0,50.0,0.72,8.11,0,0,15803.0,9.566666666666666,30,22,73.3
