,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
113294,Pace,4496,0.0,0.0,99.4,0.0,0.5,0.1,0.0,1939.0,1939.0,0.906,14.69,0,0,12806.0,17.794871794871796,39,34,87.2
113333,Paint Rock,4497,0.0,0.9,52.8,0.5,44.4,0.0,1.4,214.0,52.0,0.668,8.41,0,0,18350.0,-4.105263157894737,20,8,40.0
113353,Paetow,4498,,,,,,,,,,,,0,0,,18.324324324324323,37,31,83.8
113390,Palacios,4499,0.0,7.4,70.5,2.6,18.9,0.0,0.5,380.0,380.0,0.671,11.28,0,0,14259.0,-17.652173913043477,23,6,26.1
113413,Palestine,4500,0.2,1.0,44.4,21.6,29.2,0.0,3.6,1040.0,1040.0,0.799,12.18,0,0,14859.0,3.909090909090909,34,21,61.8
113447,Palmview,4501,,,,,,,,,,,,0,0,,3.057142857142857,35,17,48.6
113482,Palmer,4502,0.3,0.3,49.3,2.3,45.5,0.0,2.3,341.0,341.0,0.46,11.98,0,0,12209.0,8.25,32,22,68.8
113514,Panther Creek,4503,0.0,0.0,16.4,1.8,78.2,0.0,3.6,165.0,45.0,0.739,8.48,0,0,16103.0,-37.0,12,0,0.0
113526,Paratus Classical Academy,4504,,,,,,,,,,,,0,0,,-43.44444444444444,15,0,0.0
113541,Palo Duro,4505,0.4,11.1,57.2,18.3,10.7,0.3,2.0,1895.0,1895.0,0.791,14.47,0,0,13121.0,13.483870967741936,32,25,78.10000000000001
113573,Pampa,4506,0.4,0.8,46.4,3.4,46.7,0.0,2.3,1029.0,1029.0,0.466,13.93,0,0,10132.0,6.896551724137931,29,16,55.2
113602,Pantego Christian,4507,0.5,2.8,46.5,19.7,28.0,0.2,2.3,2598.0,2598.0,0.623,16.39,0,0,13733.0,10.65625,32,24,75.0
113634,Panhandle,4508,1.1,0.0,13.1,0.5,80.9,0.0,4.4,183.0,183.0,0.24,8.13,0,0,12703.0,-2.032258064516129,31,12,38.7
113665,Paris,4509,,,,,,,,,,,,0,0,,15.75,34,25,73.5
113699,Paradise,4510,0.3,0.3,17.8,1.1,79.2,0.3,1.1,370.0,370.0,0.289,11.99,0,0,10706.0,4.371428571428571,36,21,58.3
113735,Paris HomeSchool,4511,,,,,,,,,,,,0,0,,5.0,29,15,51.7
113764,Parish Episcopal,4512,0.3,12.1,4.3,4.0,69.7,0.1,9.5,1153.0,433.0,,8.17,1,1,,4.137931034482759,29,18,62.1
113793,Parker-Tarrant HomeSchool,4513,,,,,,,,,,,,0,0,,9.934782608695652,46,31,67.4
113839,Patterson Institute,4514,,,,,,,,,,,,0,0,,-35.09090909090909,11,0,0.0
113850,Parkland,4515,0.2,0.6,87.4,4.7,5.7,0.8,0.6,1729.0,1729.0,0.776,16.52,0,0,14664.0,6.5,34,27,79.4
113884,Pasadena,4516,0.1,0.0,95.1,1.6,2.9,0.1,0.3,2184.0,2184.0,0.826,14.27,0,0,12940.0,-7.848484848484849,33,9,27.3
113917,Pasadena Memorial,4517,0.0,4.5,83.1,4.1,7.6,0.1,0.6,2979.0,2979.0,0.605,14.98,0,0,12940.0,6.75,36,22,61.1
113953,Paschal,4518,0.1,2.1,64.8,6.3,25.1,0.0,1.6,2270.0,2270.0,0.618,16.97,0,0,16504.0,-14.333333333333334,30,6,20.0
113983,Patton Springs,4519,0.0,0.0,39.5,1.2,59.3,0.0,0.0,86.0,26.0,0.802,8.18,0,0,25611.0,-13.347826086956522,23,7,30.4
114006,Pearland,4520,,,,,,,,,,,,0,0,,6.0,36,23,63.9
114042,Pearce,4521,0.3,2.1,45.1,5.9,44.0,0.1,2.5,2432.0,2432.0,0.354,13.86,0,0,13240.0,-6.258064516129032,31,10,32.300000000000004
114073,Pearsall,4522,0.0,0.3,92.6,0.8,6.1,0.2,0.0,607.0,607.0,0.825,13.12,0,0,14130.0,3.107142857142857,28,17,60.699999999999996
114101,Peaster,4523,,,,,,,,,,,,0,0,,10.088235294117647,36,26,72.2
114137,Penelope,4524,0.0,0.0,32.2,2.5,65.3,0.0,0.0,199.0,66.0,0.578,9.95,0,0,13578.0,-11.076923076923077,27,7,25.900000000000002
114164,Pecos,4525,0.1,0.7,91.6,1.0,6.4,0.0,0.1,677.0,677.0,0.603,11.41,0,0,62937.0,-20.642857142857142,28,5,17.9
114192,Pebble Hills,4526,0.1,0.9,86.7,4.3,6.4,0.4,1.2,2754.0,2754.0,0.547,17.7,0,0,14857.0,-0.6206896551724138,33,14,42.4
114225,Perrin-Whitt,4527,,,,,,,,,,,,0,0,,27.5,26,21,80.80000000000001
114251,Petersburg,4528,0.4,0.0,68.1,0.7,30.1,0.0,0.7,276.0,77.0,0.757,9.37,0,0,78361.0,4.117647058823529,22,7,31.8
114273,Permian,4529,0.4,1.3,68.6,5.7,21.7,0.3,1.9,3734.0,3734.0,0.437,18.23,0,0,11232.0,8.371428571428572,35,26,74.3
114308,Pettus,4530,0.5,0.5,67.5,1.0,29.9,0.0,0.5,197.0,103.0,0.64,10.01,0,0,21826.0,-42.84,28,2,7.1
114336,Petrolia,4531,1.5,0.0,13.2,0.0,81.2,0.0,4.1,197.0,126.0,0.376,9.18,0,0,20070.0,5.0,29,19,65.5
114365,Pewitt,4532,0.4,0.0,11.9,17.1,65.9,0.0,4.8,252.0,252.0,0.659,10.34,0,0,13063.0,-5.454545454545454,22,8,36.4
114387,Perryton,4533,0.3,0.0,73.3,0.2,25.6,0.0,0.6,630.0,630.0,0.571,13.38,0,0,11456.0,-4.392857142857143,28,11,39.300000000000004
114415,Pflugerville,4534,0.2,7.7,50.4,20.0,17.7,0.2,3.8,1854.0,1854.0,0.454,13.38,0,0,17205.0,5.2,35,20,57.099999999999994
114450,Pflugerville Connally,4535,0.0,9.0,13.2,8.2,60.6,0.0,9.0,651.0,228.0,,14.41,1,1,,6.638888888888889,36,22,61.1
114486,Pharr-San Juan-Alamo,4536,0.0,0.1,99.2,0.1,0.6,0.0,0.0,2493.0,2493.0,0.935,12.41,0,0,13551.0,-14.805555555555555,36,10,27.800000000000004
114522,Pharr-San Juan-Alamo Memorial,4537,0.1,0.0,99.1,0.2,0.6,0.0,0.0,1823.0,1823.0,0.914,14.07,0,0,13551.0,-19.16,28,5,17.9
114550,Pharr-San Juan-Alamo Southwest,4538,0.1,0.1,98.7,0.4,0.8,0.0,0.0,1703.0,1703.0,0.986,12.21,0,0,13551.0,-41.68421052631579,20,0,0.0
114570,Pineywoods Community Academy,4539,0.0,0.4,26.4,16.3,55.0,0.0,1.9,258.0,258.0,0.477,14.68,1,0,9436.0,-6.625,32,10,31.2
114602,Pieper,4540,,,,,,,,,,,,0,0,,-1.0,12,3,25.0
114614,Pharr-San Juan-Alamo North,4541,0.0,0.0,99.0,0.1,0.8,0.0,0.0,2119.0,2119.0,0.853,14.46,0,0,13551.0,2.787878787878788,33,17,51.5
114647,Pilot Point,4542,0.7,0.4,46.3,1.8,48.1,0.0,2.7,447.0,447.0,0.353,11.91,0,0,12275.0,-3.642857142857143,28,10,35.699999999999996
114675,Pine Tree,4543,,,,,,,,,,,,0,0,,-10.137931034482758,30,8,26.700000000000003
114705,Pinkston,4544,,,,,,,,,,,,0,0,,-8.793103448275861,29,5,17.2
114734,Pioneer Technology & Arts Academy,4545,,,,,,,,,,,,0,0,,-13.666666666666666,25,6,24.0
114759,Pioneer,4546,0.0,0.4,97.1,0.4,1.8,0.0,0.2,452.0,452.0,0.657,25.83,0,0,12007.0,2.6470588235294117,34,21,61.8
114793,Pittsburg,4547,0.3,0.3,41.5,16.9,38.0,0.0,3.0,697.0,697.0,0.753,10.38,0,0,11477.0,0.8823529411764706,34,19,55.900000000000006
114827,Plainview,4548,0.2,0.2,81.1,3.5,14.4,0.0,0.7,1490.0,1490.0,0.811,14.14,0,0,15080.0,-2.6857142857142855,35,15,42.9
114862,Plano,4549,0.4,17.0,24.9,13.0,40.2,0.1,4.4,2450.0,2450.0,0.309,15.8,0,0,15817.0,13.970588235294118,34,33,97.1
114896,Plains,4550,,,,,,,,,,,,0,0,,-3.2758620689655173,29,16,55.2
114925,Plano East,4551,0.1,32.5,28.8,10.4,24.6,0.0,3.5,3124.0,3124.0,0.302,16.85,0,0,15817.0,8.666666666666666,33,24,72.7
114958,Pleasant Grove,4552,0.7,2.9,5.4,15.5,71.8,0.0,3.8,763.0,763.0,0.266,11.88,0,0,12299.0,-4.96,25,11,44.0
114983,Plano West,4553,0.2,29.3,20.7,13.2,32.8,0.1,3.7,2644.0,2644.0,0.247,16.75,0,0,15817.0,-10.125,32,8,25.0
115015,Poetry Community Christian,4554,0.0,0.8,6.6,2.0,85.2,0.0,5.3,244.0,74.0,,8.03,1,1,,-7.0,22,6,27.3
115037,Pollok Central,4555,0.5,0.0,21.1,4.2,72.3,0.0,1.8,379.0,379.0,0.509,10.19,0,0,11185.0,0.6176470588235294,34,18,52.900000000000006
115071,Poolville,4556,0.7,0.7,25.2,0.0,73.4,0.0,0.0,143.0,143.0,0.364,8.18,0,0,14469.0,4.333333333333333,30,17,56.699999999999996
115101,Pleasanton,4557,0.3,0.9,68.8,0.7,27.6,0.1,1.5,955.0,955.0,0.573,12.79,0,0,13437.0,17.457142857142856,35,28,80.0
115136,Polytechnic,4558,0.1,0.9,77.5,19.1,1.7,0.0,0.7,1331.0,1331.0,0.959,15.21,0,0,16504.0,-24.95,21,3,14.299999999999999
115157,Ponder,4559,1.2,1.0,27.3,2.1,67.9,0.0,0.4,483.0,483.0,0.3,13.05,0,0,11555.0,21.114285714285714,35,31,88.6
115192,Port Isabel,4560,0.2,0.3,91.5,0.2,7.2,0.0,0.7,609.0,609.0,0.826,14.99,0,0,21580.0,0.46153846153846156,26,14,53.800000000000004
115218,Port Arthur Memorial,4561,,,,,,,,,,,,0,0,,0.5625,32,14,43.8
115250,Port Aransas,4562,,,,,,,,,,,,0,1,58775.0,10.742857142857142,35,25,71.39999999999999
115285,Port Neches-Groves,4563,,,,,,,,,,,,0,1,14709.0,-10.655172413793103,31,9,28.999999999999996
115316,Porter,4564,0.2,2.7,61.1,7.4,25.7,0.1,2.8,2337.0,2337.0,0.573,17.0,0,0,16840.0,-2.4411764705882355,34,13,38.2
115350,Poteet,4565,,,,,,,,,,,,0,0,,-1.4666666666666666,30,15,50.0
115380,Porter,4566,0.0,0.0,99.5,0.0,0.5,0.0,0.0,1844.0,1844.0,0.946,14.61,0,0,12806.0,-17.448275862068964,29,6,20.7
115409,Poteet,4567,0.0,0.6,76.2,11.3,10.8,0.1,1.0,688.0,272.0,0.677,16.0,1,0,11688.0,-2.413793103448276,29,15,51.7
115438,Post,4568,,,,,,,,,,,,0,0,,-22.56,26,4,15.4
115464,Pottsboro,4569,2.9,0.4,8.4,0.0,83.0,0.2,5.1,454.0,454.0,0.269,13.44,0,0,13056.0,-0.6,25,11,44.0
115489,Poth,4570,0.0,0.4,42.8,1.2,54.9,0.0,0.8,257.0,257.0,0.125,9.23,0,0,12397.0,21.625,24,21,87.5
115513,Prairie Lea,4571,0.4,0.0,66.0,5.5,24.3,0.0,3.8,235.0,62.0,0.791,11.25,0,0,13751.0,-10.666666666666666,15,3,20.0
115528,Premont,4572,0.3,0.3,95.8,0.3,3.3,0.0,0.0,337.0,192.0,0.911,11.55,1,0,17527.0,-4.166666666666667,20,8,40.0
115548,Prairie Valley,4573,,,,,,,,,,,,0,0,,1.6875,32,17,53.1
115580,Presidio,4574,0.0,1.3,98.0,0.3,0.3,0.0,0.3,391.0,391.0,0.921,14.01,0,0,14664.0,-1.0454545454545454,23,10,43.5
115603,Pro-Vision Academy,4575,0.0,0.0,6.2,91.9,0.9,0.0,0.9,211.0,211.0,0.934,10.19,1,0,12431.0,-5.818181818181818,11,3,27.3
115614,Prestonwood Christian North,4576,0.0,0.0,2.2,3.8,93.5,0.0,0.5,240.0,12.0,,6.17,1,1,,9.333333333333334,18,11,61.1
115632,Prairiland,4577,1.3,0.0,11.6,0.7,83.8,0.0,2.6,302.0,302.0,0.394,10.58,0,0,11112.0,6.764705882352941,36,22,61.1
115668,Prince of Peace,4578,0.0,9.4,5.0,4.8,72.9,0.0,7.9,742.0,239.0,,10.7,1,1,,-14.2,25,5,20.0
115693,Prestonwood Christian,4579,0.2,29.3,20.7,13.2,32.8,0.1,3.7,2644.0,2644.0,0.247,16.75,0,0,15817.0,8.064516129032258,32,24,75.0
115725,Priddy,4580,0.0,1.6,23.4,0.0,73.4,0.0,1.6,124.0,40.0,0.774,8.1,0,0,33784.0,22.833333333333332,31,26,83.89999999999999
115756,Providence Classical,4581,0.0,0.0,42.9,42.9,14.3,0.0,0.0,7.0,7.0,0.0,0.0,0,0,11715.0,-22.705882352941178,17,2,11.799999999999999
115773,Progreso,4582,,,,,,,,,,,,0,1,12868.0,2.6129032258064515,32,16,50.0
115805,Princeton,4583,0.7,1.6,49.2,15.5,30.0,0.3,2.7,1349.0,1349.0,0.472,15.67,0,0,11514.0,2.6774193548387095,32,17,53.1
115837,Prosper,4584,0.2,8.5,13.6,8.7,62.2,0.2,6.7,3297.0,3297.0,0.064,16.73,0,0,16934.0,0.11428571428571428,35,19,54.300000000000004
115872,Providence Prep,4585,,,,,,,,,,,,0,1,12655.0,5.0,22,14,63.6
115894,Quanah,4586,0.0,1.2,33.3,4.2,57.0,0.0,4.2,165.0,165.0,0.648,6.9,0,0,18140.0,-6.714285714285714,28,8,28.599999999999998
115922,R.W. Goines Stem Academy,4587,0.0,1.3,48.3,28.7,18.0,0.0,3.8,317.0,317.0,0.779,9.61,0,0,13733.0,-3.8461538461538463,21,4,19.0
115943,Queen City,4588,1.3,1.0,3.3,13.6,78.1,0.0,2.7,301.0,301.0,0.551,9.51,0,0,13682.0,-17.03448275862069,29,5,17.2
115972,Rains,4589,1.5,0.2,16.5,4.4,75.0,0.2,2.1,472.0,472.0,0.538,11.36,0,0,11919.0,-6.407407407407407,29,8,27.6
116001,Ralls,4590,0.0,0.0,70.8,0.7,28.5,0.0,0.0,144.0,144.0,0.771,9.52,0,0,15677.0,0.5238095238095238,22,10,45.5
116023,Quitman,4591,0.0,0.0,18.2,4.3,71.8,0.3,5.4,351.0,351.0,0.65,10.12,0,0,11989.0,1.4722222222222223,36,18,50.0
116059,Ranchview,4592,0.2,18.9,22.6,40.9,11.7,0.1,5.6,948.0,948.0,0.495,14.05,0,0,17977.0,-1.59375,32,13,40.6
116091,Rankin,4593,0.0,0.6,44.9,0.3,52.2,0.0,1.9,312.0,95.0,0.401,7.45,0,0,280031.0,18.24137931034483,30,22,73.3
116121,Randall,4594,,,,,,,,,,,,0,1,18611.0,5.555555555555555,36,20,55.60000000000001
116157,Ranger,4595,0.0,0.0,32.1,5.5,61.5,0.0,0.9,109.0,109.0,0.725,7.37,0,0,13459.0,-5.818181818181818,22,11,50.0
116179,Randolph,4596,0.2,2.2,23.1,22.2,36.6,0.9,14.8,459.0,459.0,0.037,12.41,0,0,22615.0,-11.03125,32,9,28.1
116211,Red River,4597,,,,,,,,,,,,0,0,,-4.333333333333333,9,2,22.2
116220,Refugio,4598,0.0,0.0,68.9,8.2,22.4,0.0,0.5,219.0,219.0,0.658,10.15,0,0,26119.0,18.4,20,15,75.0
116240,Ray,4599,0.5,2.8,78.8,2.8,14.4,0.0,0.7,1690.0,1690.0,0.689,15.65,0,0,13681.0,0.8571428571428571,35,18,51.4
116275,Red Oak,4600,0.4,1.0,35.7,34.1,25.8,0.0,3.0,2019.0,2019.0,0.46,15.15,0,0,11457.0,11.545454545454545,33,26,78.8
116308,Raymondville,4601,,,,,,,,,,,,0,0,,7.625,32,25,78.10000000000001
116340,Reedy,4602,0.4,33.6,10.7,6.9,44.5,0.0,3.7,2299.0,2299.0,0.058,18.27,0,0,13828.0,-3.1470588235294117,34,15,44.1
116374,Reagan,4603,0.3,8.3,44.5,4.5,37.5,0.1,4.7,3379.0,3379.0,0.234,19.46,0,0,11798.0,12.526315789473685,38,32,84.2
116412,Reagan County,4604,0.0,0.4,86.1,0.0,13.0,0.0,0.4,231.0,231.0,0.567,8.34,0,0,67708.0,13.771428571428572,35,23,65.7
116447,Reicher Catholic,4605,0.0,0.0,40.7,21.3,34.0,0.7,3.3,150.0,150.0,0.827,25.0,1,0,8064.0,5.5,18,10,55.60000000000001
116465,Redwater,4606,0.3,0.6,2.6,2.9,91.2,0.0,2.3,341.0,341.0,0.405,8.62,0,0,13587.0,-3.0,28,11,39.300000000000004
116493,Regents,4607,,,,,,,,,,,,0,0,,-2.8333333333333335,28,8,28.599999999999998
116521,Rice Consolidated,4608,0.0,0.0,59.3,16.9,23.5,0.0,0.3,302.0,302.0,0.745,10.21,0,0,12900.0,-28.77777777777778,18,1,5.6000000000000005
116539,Rice,4609,0.0,0.0,68.7,2.7,26.1,0.0,2.4,291.0,291.0,0.753,11.12,0,0,12783.0,-20.88888888888889,28,1,3.5999999999999996
116567,Richards,4610,0.0,0.0,7.5,8.0,82.2,0.0,2.3,213.0,54.0,0.399,11.35,0,0,12231.0,14.73913043478261,23,14,60.9
116590,Richland Springs,4611,0.8,0.0,15.7,0.0,82.6,0.0,0.8,121.0,44.0,0.488,8.85,0,0,23634.0,18.25,9,5,55.60000000000001
116599,Richardson,4612,0.3,6.9,45.8,16.9,27.2,0.1,2.8,2790.0,2790.0,0.504,13.73,0,0,13240.0,20.52777777777778,36,33,91.7
116635,Richland,4613,2.4,3.4,6.8,3.4,81.8,0.0,2.2,612.0,267.0,,13.25,1,1,,13.617647058823529,34,27,79.4
116669,Riesel,4614,0.3,0.6,25.2,1.6,68.8,0.0,3.4,321.0,210.0,0.489,12.24,0,0,11772.0,0.8214285714285714,28,13,46.400000000000006
116697,Rising Star,4615,0.0,1.4,12.5,0.0,86.1,0.0,0.0,72.0,40.0,0.528,7.21,0,0,12339.0,-22.176470588235293,20,1,5.0
116717,Rio Grande City,4616,0.0,0.0,100.0,0.0,0.0,0.0,0.0,455.0,455.0,0.943,12.28,0,0,13464.0,3.5428571428571427,35,19,54.300000000000004
116752,Rider,4617,0.6,4.8,25.4,10.0,53.3,0.1,5.9,1584.0,1584.0,0.422,15.79,0,0,12115.0,-3.757575757575758,34,10,29.4
116786,Ridge Point,4618,0.3,14.8,26.9,23.0,30.9,0.1,4.1,3055.0,3055.0,0.285,18.7,0,0,15190.0,3.9411764705882355,34,21,61.8
116820,Rio Vista,4619,0.5,0.0,25.7,0.0,68.5,0.0,5.4,222.0,222.0,0.568,7.97,0,0,13047.0,7.575757575757576,33,20,60.6
116853,River City Believers Academy,4620,0.0,7.7,35.0,7.7,43.6,0.0,6.0,145.0,43.0,,8.36,1,1,,-11.814814814814815,27,10,37.0
116880,Rio Hondo,4621,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,13155.0,0.4166666666666667,36,21,58.3
116916,River Road,4622,,,,,,,,,,,,0,0,,-0.5384615384615384,26,11,42.3
116942,Rivera,4623,0.0,0.0,99.3,0.0,0.7,0.0,0.0,2306.0,2306.0,0.921,15.52,0,0,12806.0,-0.23333333333333334,30,12,40.0
116972,Robert Lee,4624,0.0,0.0,43.0,0.4,54.3,0.0,2.3,256.0,72.0,0.613,10.6,0,0,18853.0,-23.941176470588236,21,2,9.5
116993,Riverside,4625,0.0,0.0,98.6,0.3,1.1,0.0,0.0,1064.0,1064.0,0.884,14.87,0,0,14664.0,-14.0,30,6,20.0
117023,Rivercrest,4626,1.1,0.5,14.3,4.2,74.6,0.0,5.3,189.0,189.0,0.646,7.71,0,0,15857.0,9.310344827586206,31,18,58.099999999999994
117054,Robinson,4627,0.0,0.7,30.9,2.5,63.3,0.0,2.6,690.0,690.0,0.361,11.05,0,0,14044.0,-10.793103448275861,29,6,20.7
117083,Robstown,4628,0.0,0.0,98.1,0.4,1.3,0.0,0.3,718.0,718.0,0.873,13.86,0,0,14908.0,-9.703703703703704,27,8,29.599999999999998
117110,Rochelle,4629,0.0,0.5,27.3,1.0,68.0,0.5,2.6,194.0,49.0,0.608,9.04,0,0,14241.0,-0.4090909090909091,22,11,50.0
117132,Roby,4630,0.0,0.0,30.0,0.6,67.9,0.0,1.5,330.0,84.0,0.536,10.32,0,0,15076.0,-4.538461538461538,28,10,35.699999999999996
117160,Rocksprings,4631,0.0,0.0,77.4,0.0,22.2,0.0,0.4,257.0,79.0,0.681,10.94,0,0,24581.0,0.15,21,10,47.599999999999994
117181,Rockdale,4632,,,,,,,,,,,,0,0,,-18.833333333333332,30,6,20.0
117211,Rock Hill,4633,0.2,45.1,11.2,8.1,32.0,0.0,3.3,2069.0,2069.0,0.103,15.11,0,0,13828.0,6.942857142857143,35,22,62.9
117246,Roosevelt,4634,0.9,0.0,59.4,3.6,33.1,0.6,2.4,335.0,335.0,0.728,10.28,0,0,15286.0,-31.666666666666668,12,0,0.0
117258,Rockport-Fulton,4635,,,,,,,,,,,,0,0,,-2.235294117647059,36,17,47.199999999999996
117294,Rockwall-Heath,4636,0.7,3.1,26.7,11.8,53.0,0.1,4.6,2824.0,2824.0,0.278,17.91,0,0,14009.0,0.17647058823529413,34,17,50.0
117328,Ropes,4637,0.2,0.0,29.4,0.6,69.5,0.0,0.4,514.0,141.0,0.354,10.71,0,0,21225.0,-3.413793103448276,30,17,56.699999999999996
117358,Roscoe,4638,,,,,,,,,,,,0,0,,-18.764705882352942,21,3,14.299999999999999
117379,Rogers,4639,,,,,,,,,,,,0,0,,5.032258064516129,31,19,61.3
117410,Rockwall,4640,0.6,2.6,19.3,8.9,64.3,0.3,4.0,2933.0,2933.0,0.2,17.81,0,0,14009.0,3.9696969696969697,35,18,51.4
117445,Roosevelt,4641,0.5,0.0,55.1,41.7,1.9,0.0,0.8,741.0,741.0,0.951,19.43,0,1,16695.0,11.030303030303031,33,21,63.6
117478,Roma,4642,0.0,0.0,99.8,0.0,0.2,0.0,0.0,1738.0,1738.0,0.794,14.5,0,0,13603.0,0.896551724137931,30,13,43.3
117508,Rotan,4643,0.4,0.4,53.7,5.8,37.6,0.0,2.1,242.0,63.0,0.661,8.87,0,0,21548.0,-14.6,26,6,23.1
117534,Rosebud-Lott,4644,,,,,,,,,,,,0,0,,16.057142857142857,35,23,65.7
117569,Rosehill Christian,4645,0.8,0.8,7.1,5.9,80.9,0.0,4.6,423.0,137.0,,8.43,1,1,,9.689655172413794,29,19,65.5
117598,Round Rock,4646,0.3,21.4,23.5,4.6,46.4,0.1,3.7,3721.0,3721.0,0.107,16.8,0,0,15114.0,8.628571428571428,35,27,77.10000000000001
117633,Round Rock Christian Academy,4647,0.3,21.4,23.5,4.6,46.4,0.1,3.7,3721.0,3721.0,0.107,16.8,0,0,15114.0,-7.785714285714286,28,10,35.699999999999996
117661,Round Rock HomeSchool,4648,,,,,,,,,,,,0,0,,2.8333333333333335,42,26,61.9
117703,Round Rock Westwood,4649,0.5,37.0,18.6,3.1,35.8,0.2,4.8,2781.0,2781.0,0.093,16.18,0,0,15114.0,11.88888888888889,36,30,83.3
117739,Round Top-Carmine,4650,0.0,0.0,18.9,4.7,72.6,0.0,3.8,106.0,63.0,0.292,7.26,0,0,18767.0,-17.823529411764707,20,4,20.0
117759,Rouse,4651,0.3,10.6,22.8,4.0,56.9,0.3,5.1,1917.0,1917.0,0.128,15.52,0,0,13803.0,13.2,35,24,68.60000000000001
117794,Rowe,4652,0.0,1.3,96.3,0.0,2.4,0.0,0.0,751.0,401.0,0.764,14.97,1,0,10499.0,-5.419354838709677,34,15,44.1
117828,Rule,4653,1.4,0.0,44.1,0.7,52.4,0.0,1.4,143.0,38.0,0.811,8.19,0,0,16156.0,-34.083333333333336,15,1,6.7
117843,Rowlett,4654,0.3,4.8,42.4,25.4,23.9,0.1,3.1,2394.0,2394.0,0.628,16.51,0,0,11347.0,-12.727272727272727,26,4,15.4
117869,Runge,4655,0.0,0.0,86.9,0.0,13.1,0.0,0.0,99.0,68.0,0.828,9.07,0,0,19668.0,-26.8,19,2,10.5
117888,Rudder,4656,0.4,0.2,61.3,19.6,16.7,0.1,1.9,1723.0,1723.0,0.786,13.76,0,0,13314.0,2.838709677419355,31,14,45.2
117919,Royal,4657,,,,,,,,,,,,0,1,13821.0,-6.68,25,7,28.000000000000004
117944,Royse City,4658,0.4,1.1,35.9,9.5,49.8,0.1,3.2,2235.0,2235.0,0.386,17.62,0,0,11426.0,9.166666666666666,36,25,69.39999999999999
117980,Ryan,4659,0.9,2.2,43.3,20.3,30.6,0.3,2.4,2210.0,2210.0,0.619,13.86,0,0,21227.0,8.413793103448276,29,19,65.5
118009,Rusk,4660,0.2,0.3,18.5,14.6,62.6,0.0,3.7,594.0,594.0,0.631,12.6,0,0,12255.0,-9.714285714285714,29,7,24.099999999999998
118038,Sabinal,4661,0.0,0.0,85.1,0.0,14.0,0.0,0.8,121.0,121.0,0.595,9.17,0,0,21702.0,6.1923076923076925,26,14,53.800000000000004
118064,SA Roosevelt,4662,0.0,0.0,75.2,8.8,13.6,0.0,2.4,125.0,125.0,0.688,20.83,1,0,8064.0,-9.741935483870968,33,6,18.2
118097,S & S Consolidated,4663,1.0,1.6,10.9,0.6,79.7,0.0,6.1,311.0,311.0,0.344,10.52,0,0,13333.0,-8.517241379310345,29,10,34.5
118126,Sacred Heart,4664,,,,,,,,,,,,0,0,,-6.444444444444445,9,3,33.300000000000004
118135,Sabine Pass,4665,0.0,1.9,40.3,24.7,31.5,0.0,1.6,365.0,121.0,0.515,10.74,0,0,40838.0,-4.967741935483871,31,13,41.9
118166,Sabine,4666,0.4,0.7,22.2,2.6,70.1,0.0,4.0,455.0,455.0,0.387,11.83,0,0,11247.0,-5.2,30,10,33.300000000000004
118196,Sacred Heart,4667,0.0,1.8,0.5,0.0,94.2,0.0,3.6,262.0,74.0,,10.62,1,1,,30.833333333333332,18,16,88.9
118214,Salem Sayers Baptist Academy,4668,,,,,,,,,,,,0,0,,-20.46153846153846,13,4,30.8
118227,Saginaw,4669,0.4,6.1,40.2,19.6,28.9,0.2,4.6,2154.0,2154.0,0.426,15.91,0,0,16141.0,-2.676470588235294,34,13,38.2
118261,Saint Jo,4670,1.4,0.0,11.7,0.0,82.1,0.7,4.1,145.0,99.0,0.448,9.52,0,0,13768.0,4.787878787878788,33,20,60.6
118294,Sachse,4671,0.3,12.4,32.9,17.0,34.3,0.2,2.9,2910.0,2910.0,0.484,17.5,0,0,11347.0,-7.916666666666667,27,5,18.5
118321,Saint Mary's Hall,4672,0.4,7.3,18.3,2.2,62.0,0.0,9.9,897.0,318.0,,9.05,1,1,,-27.44,28,3,10.7
118349,Salado,4673,0.1,0.7,22.3,1.5,72.0,0.1,3.1,676.0,676.0,0.203,14.24,0,0,12552.0,3.657142857142857,35,22,62.9
118384,Salt and Light Homeschool,4674,,,,,,,,,,,,0,0,,-6.619047619047619,25,8,32.0
118409,Saltillo,4675,0.0,0.0,29.1,3.7,65.6,0.0,1.6,244.0,64.0,0.594,9.88,0,0,16557.0,2.1944444444444446,36,19,52.800000000000004
118445,Sam Houston,4676,0.3,3.4,72.8,19.1,3.7,0.1,0.7,3539.0,3539.0,0.892,16.13,0,0,13733.0,-20.0,25,3,12.0
118470,Sam Rayburn,4677,0.0,0.0,10.3,0.4,85.4,0.0,3.9,233.0,151.0,0.395,9.43,0,0,13923.0,-8.5,26,9,34.599999999999994
118496,Samuell,4678,0.5,0.1,84.1,13.4,1.8,0.0,0.2,1875.0,1875.0,0.927,14.9,0,0,16695.0,-54.333333333333336,21,0,0.0
