,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
5053,Apostolic Christian,5054,5.0,0.0,10.2,3.0,18.0,59.9,0.0,9.0,218.0,34.0,9.23,1,1,1.0,4.458333333333333,24,15,62.5
5057,Berean Academy,5058,6.0,0.0,3.1,0.3,1.3,95.0,0.0,0.3,350.0,77.0,13.95,1,1,1.0,5.809523809523809,21,12,57.1
5059,Baylor,5060,10.0,0.0,8.5,2.0,4.8,81.0,0.0,3.7,1058.0,742.0,9.63,1,1,1.0,11.28,25,17,68.0
5060,Berean Christian,5061,7.0,0.0,1.2,4.9,1.8,89.9,0.0,2.1,353.0,128.0,10.06,1,1,1.0,-19.57692307692308,26,7,26.9
5065,Battle Ground Academy,5066,8.0,0.6,5.8,4.0,6.8,79.7,0.0,3.1,817.0,354.0,8.55,1,1,1.0,-8.307692307692308,26,7,26.9
5074,Boyd Christian,5075,5.0,0.0,0.9,0.0,2.7,96.4,0.0,0.0,127.0,50.0,6.09,1,1,1.0,-10.235294117647058,35,14,40.0
5081,Brentwood Academy,5082,10.0,0.0,1.9,2.0,10.3,85.8,0.0,0.0,698.0,461.0,10.17,1,1,1.0,17.333333333333332,30,29,96.7
5084,CSTHEA,5085,6.0,0.0,0.0,7.7,7.7,84.6,0.0,0.0,62.0,12.0,6.5,1,1,1.0,-6.235294117647059,34,12,35.3
5092,Central Baptist,5093,6.0,0.0,0.0,22.8,30.9,42.3,0.0,4.1,144.0,36.0,8.04,1,1,1.0,7.541666666666667,25,18,72.0
5094,Chattanooga Christian,5095,10.0,1.3,2.7,1.4,7.6,84.0,0.0,3.1,1293.0,507.0,14.17,1,1,1.0,-12.28,25,10,40.0
5100,Christ Presbyterian Academy,5101,9.0,0.2,2.1,1.0,2.4,94.0,0.2,0.0,1267.0,448.0,8.96,1,1,1.0,3.34375,32,18,56.2
5104,Christian Academy of Knoxville,5105,10.0,0.2,1.3,1.5,4.3,90.5,0.1,2.0,893.0,347.0,9.78,1,1,1.0,5.294117647058823,34,22,64.7
5113,Clayton-Bradley Academy,5114,2.0,0.0,4.2,8.0,0.8,83.6,0.0,3.4,300.0,56.0,7.16,1,1,1.0,-0.8888888888888888,19,11,57.9
5116,Clarksville Academy,5117,6.0,1.0,3.5,2.7,11.4,76.1,0.4,4.8,512.0,204.0,10.41,1,1,1.0,8.11111111111111,36,23,63.9
5121,Columbia Academy,5122,7.0,0.0,2.0,1.4,2.0,92.7,0.0,1.9,960.0,261.0,12.2,1,1,1.0,11.233333333333333,30,20,66.7
5130,Concord Christian,5131,8.0,0.0,14.8,1.7,0.5,69.3,0.0,13.8,1001.0,179.0,9.13,1,1,1.0,10.083333333333334,36,27,75.0
5132,Covenant Academy,5133,2.0,0.0,3.1,1.3,1.3,93.1,0.0,1.3,171.0,50.0,11.95,1,1,1.0,0.8888888888888888,18,9,50.0
5150,Donelson Christian Academy,5151,6.0,2.0,2.3,2.6,10.5,79.3,0.5,2.8,812.0,215.0,9.54,1,1,1.0,-16.916666666666668,24,6,25.0
5162,Ezell-Harding Christian,5163,5.0,0.0,0.3,4.7,2.3,92.7,0.0,0.0,325.0,112.0,6.94,1,1,1.0,-1.8,25,11,44.0
5167,Father Ryan,5168,10.0,0.5,4.1,3.7,3.4,85.6,0.2,2.6,895.0,895.0,10.16,1,1,1.0,-2.04,25,13,52.0
5173,First Baptist Academy,5174,8.0,0.0,1.1,1.1,2.9,95.0,0.0,0.0,405.0,74.0,13.24,1,1,1.0,3.857142857142857,24,10,41.7
5178,Friendship Christian,5179,7.0,0.2,0.7,1.1,3.5,92.4,0.0,2.2,495.0,206.0,11.08,1,1,1.0,6.833333333333333,30,22,73.3
5181,Franklin Road Christian,5182,5.0,0.2,2.6,4.6,5.6,83.5,1.2,2.2,602.0,105.0,17.04,1,1,1.0,33.74193548387097,31,30,96.8
5193,Grace Baptist Academy,5194,8.0,0.0,1.5,3.5,6.0,88.9,0.0,0.0,420.0,147.0,9.43,1,1,1.0,-4.2,15,5,33.300000000000004
5195,Grace Christian Academy,5196,9.0,0.7,2.1,0.8,1.6,93.2,0.0,1.6,750.0,290.0,11.54,1,1,1.0,-13.285714285714286,21,5,23.8
5196,Grace Christian Academy,5197,6.0,0.0,1.2,0.7,3.5,93.4,0.3,0.9,706.0,258.0,13.29,1,1,1.0,-0.5384615384615384,26,13,50.0
5208,Hamilton Heights Christian Academy,5209,5.0,0.0,0.0,7.7,7.7,84.6,0.0,0.0,62.0,12.0,6.5,1,1,1.0,-4.066666666666666,31,16,51.6
5212,Harding Academy,5213,7.0,0.2,5.8,1.0,39.5,50.9,0.0,2.5,636.0,222.0,9.74,1,1,1.0,4.421052631578948,20,9,45.0
5238,Jackson Christian,5239,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,761.0,259.0,11.69,1,1,1.0,0.9444444444444444,24,7,29.2
5242,Jackson South Side,5243,6.0,0.0,0.0,5.6,0.0,94.4,0.0,0.0,18.0,13.0,1.0,1,1,1.0,11.11111111111111,29,24,82.8
5244,Jonathan Edwards Classical Academy,5245,2.0,,,,,,,,176.0,33.0,10.06,1,1,1.0,-4.8,13,3,23.1
5252,King's Academy,5253,7.0,0.0,5.5,5.7,3.6,80.5,0.0,4.8,463.0,175.0,8.92,1,1,1.0,-6.148148148148148,27,7,25.9
5260,Knoxville Christian,5261,7.0,0.0,5.3,3.8,6.1,80.3,0.0,4.6,150.0,58.0,6.44,1,1,1.0,-4.166666666666667,18,6,33.300000000000004
5266,Lancaster Christian Academy,5267,6.0,0.0,4.3,8.7,9.4,70.9,0.4,6.3,575.0,83.0,12.04,1,1,1.0,9.125,24,18,75.0
5267,Lausanne Collegiate,5268,8.0,0.3,13.6,1.8,25.3,52.2,0.0,6.9,813.0,359.0,6.54,1,1,1.0,4.75,23,8,34.8
5276,Lipscomb Academy,5277,9.0,0.0,2.7,2.0,10.1,82.4,0.0,2.9,1225.0,448.0,9.81,1,1,1.0,4.096774193548387,32,19,59.4
5277,Lighthouse Christian,5278,4.0,0.0,9.6,10.1,40.2,40.2,0.0,0.0,467.0,94.0,10.47,1,1,1.0,-7.916666666666667,36,14,38.9
5281,Macon Road Baptist,5282,6.0,0.0,1.8,3.6,10.4,80.6,0.0,3.6,427.0,94.0,6.62,1,1,1.0,-37.46153846153846,16,0,0.0
5286,Madison Academy,5287,6.0,1.3,8.0,21.3,26.7,41.3,1.3,0.0,75.0,75.0,8.06,1,1,1.0,-0.6666666666666666,27,7,25.9
5313,Memphis University School,5314,10.0,0.0,10.1,0.6,13.5,73.2,0.0,2.5,643.0,443.0,7.94,1,1,1.0,6.8,25,15,60.0
5314,Middle Tennessee Christian,5315,9.0,0.5,1.4,1.1,4.5,89.5,0.0,2.9,710.0,265.0,10.53,1,1,1.0,-20.95,22,4,18.2
5319,Montgomery Bell Academy,5320,10.0,0.0,5.2,1.8,6.2,86.9,0.0,0.0,795.0,549.0,7.58,1,1,1.0,-4.428571428571429,14,5,35.7
5326,Mount Juliet Christian Academy,5327,7.0,0.0,3.1,2.9,5.2,88.2,0.0,0.6,588.0,162.0,12.46,1,1,1.0,-27.473684210526315,19,2,10.5
5332,Nashville Christian,5333,7.0,0.3,1.6,2.1,3.5,69.5,19.7,3.3,784.0,227.0,10.2,1,1,1.0,2.7142857142857144,21,9,42.9
5335,Northpoint Christian,5336,6.0,0.0,3.2,1.7,11.0,82.2,0.0,1.9,969.0,314.0,11.26,1,1,1.0,7.782608695652174,25,13,52.0
5339,Oak Ridge,5340,10.0,0.0,0.0,13.6,4.6,77.3,0.0,4.6,22.0,8.0,16.92,1,1,1.0,10.285714285714286,28,22,78.60000000000001
5344,Notre Dame,5345,9.0,0.0,6.0,10.3,10.0,73.7,0.0,0.0,380.0,380.0,10.11,1,1,1.0,7.457142857142857,36,27,75.0
5349,Pleasant View Christian,5350,6.0,0.0,3.9,1.7,0.0,94.4,0.0,0.0,309.0,71.0,11.79,1,1,1.0,-30.857142857142858,7,0,0.0
5357,Pope John Paul II,5358,10.0,0.2,8.2,4.6,7.9,79.1,0.0,0.0,583.0,583.0,11.08,1,1,1.0,6.866666666666666,30,20,66.7
5358,Providence Academy,5359,5.0,0.4,3.1,3.5,2.5,88.9,0.8,0.8,500.0,129.0,11.57,1,1,1.0,15.285714285714286,35,24,68.60000000000001
5364,Providence Christian Academy,5365,9.0,0.2,1.1,2.3,4.7,80.3,0.4,11.0,562.0,145.0,8.84,1,1,1.0,-7.36,25,12,48.0
5369,Ridgeway,5370,7.0,0.0,3.2,2.0,7.7,86.5,0.0,0.7,853.0,325.0,5.45,1,1,1.0,-3.8181818181818175,22,9,40.9
5373,Riverside Christian Academy,5374,6.0,0.0,0.0,1.3,0.8,96.2,0.0,1.7,270.0,80.0,8.71,1,1,1.0,-21.4,17,1,5.9
5376,Rocket City,5377,5.0,0.0,1.0,10.2,36.9,46.6,0.0,5.3,297.0,43.0,9.12,1,1,1.0,2.870967741935484,31,19,61.3
5380,Sacred Heart of Jesus,5381,5.0,0.2,1.0,3.3,10.1,85.1,0.0,0.2,1057.0,305.0,12.32,1,1,1.0,8.25,26,18,69.19999999999999
5393,Silverdale Academy,5394,9.0,0.6,2.2,0.8,3.1,91.0,0.0,2.3,1008.0,321.0,7.51,1,1,1.0,10.0,30,17,56.7
5402,South Haven Christian,5403,6.0,0.0,2.7,13.7,4.6,72.0,0.3,6.7,522.0,86.0,12.14,1,1,1.0,-12.714285714285714,14,6,42.9
5405,St. Andrews-Sewanee,5406,9.0,1.2,15.4,2.5,6.2,20.8,0.4,53.3,240.0,161.0,9.27,1,1,1.0,-17.2,16,5,31.2
5412,St. George's,5413,8.0,0.0,2.4,2.8,24.6,66.3,0.0,4.0,1048.0,303.0,9.05,1,1,1.0,11.26086956521739,24,19,79.2
5423,Temple Baptist Academy,5424,6.0,0.0,11.0,4.4,2.6,81.5,0.4,0.0,235.0,63.0,11.88,1,1,1.0,-6.833333333333333,6,2,33.300000000000004
5426,Tennessee Christian Prep,5427,5.0,0.0,2.4,3.6,4.7,89.4,0.0,0.0,229.0,31.0,8.09,1,1,1.0,1.75,24,11,45.8
5427,Tipton Christian Academy,5428,5.0,0.0,0.0,0.4,1.3,98.3,0.0,0.0,300.0,34.0,8.19,1,1,1.0,5.6,15,10,66.7
5429,The Webb School,5430,10.0,0.0,11.0,0.3,6.9,74.8,2.2,4.7,317.0,216.0,7.46,1,1,1.0,8.774193548387096,31,20,64.5
5430,Tri-Cities Christian,5431,5.0,0.0,0.7,1.3,5.2,92.9,0.0,0.0,160.0,50.0,9.11,1,1,1.0,-20.142857142857142,17,1,5.9
5431,Tipton-Rosemark Academy,5432,,1.6,0.8,1.0,2.7,93.8,0.0,0.0,510.0,199.0,12.49,1,1,1.0,-0.6666666666666666,20,5,25.0
5443,University School of Jackson,5444,6.0,0.2,1.0,3.3,10.1,85.1,0.0,0.2,1057.0,305.0,12.32,1,1,1.0,-0.5,18,7,38.9
5447,University School of Nashville,5448,8.0,0.5,10.9,3.7,11.3,61.8,0.0,11.8,1071.0,403.0,9.44,1,1,1.0,3.9655172413793114,29,19,65.5
5459,Webb,5460,10.0,0.0,6.9,1.2,2.9,81.8,0.0,7.3,1036.0,474.0,10.8,1,1,1.0,16.0,30,23,76.7
5467,Westminster Academy,5468,6.0,0.0,3.2,2.0,7.7,86.5,0.0,0.7,853.0,325.0,5.45,1,1,1.0,-15.625,20,2,10.0
5469,White Academy,5470,5.0,0.0,2.3,0.6,1.2,95.4,0.0,0.6,172.0,84.0,9.4,1,1,1.0,-3.125,32,15,46.9
5471,White Station,5472,9.0,6.1,5.4,2.3,11.3,69.4,0.0,5.4,825.0,266.0,9.02,1,1,1.0,-6.590909090909091,26,8,30.8
5475,Zion Christian Academy,5476,6.0,0.0,1.0,3.4,0.0,91.1,0.0,4.5,408.0,131.0,10.95,1,1,1.0,-4.888888888888889,9,3,33.300000000000004
5484,Bishop Ryan,5485,5.0,2.1,2.4,4.8,6.2,84.5,0.0,0.0,415.0,102.0,10.5,1,1,1.0,9.107142857142858,28,19,67.9
5557,Oak Grove Lutheran,5558,5.0,1.2,5.3,1.5,3.0,87.9,0.7,0.5,700.0,175.0,10.97,1,1,1.0,2.375,28,12,42.9
5577,Shiloh Christian,5578,5.0,7.2,1.1,2.8,2.4,85.2,0.0,1.3,583.0,124.0,27.06,1,1,1.0,14.25,36,22,61.1
5583,Standing Rock,5584,3.0,5.2,0.0,0.0,0.0,0.0,0.0,94.8,286.0,198.0,5.3,1,1,1.0,15.909090909090908,24,18,75.0
5613,Birchwood Christian,5614,3.0,6.3,2.9,4.6,0.6,80.5,1.2,4.0,696.0,42.0,12.52,1,1,1.0,-37.75,8,1,12.5
5624,Cook Inlet Academy,5625,3.0,7.8,0.0,4.4,1.1,68.9,3.3,14.4,101.0,28.0,6.92,1,1,1.0,-5.0,20,9,45.0
5626,Chugiak,5627,6.0,6.3,2.9,4.6,0.6,80.5,1.2,4.0,696.0,42.0,12.52,1,1,1.0,-15.176470588235292,17,5,29.4
5668,Lumen Christi,5669,4.0,9.1,9.1,7.6,0.0,65.2,1.5,7.6,66.0,41.0,7.67,1,1,1.0,21.357142857142858,28,23,82.1
5671,Monroe Catholic,5672,6.0,9.1,2.3,7.7,6.2,69.3,1.1,4.3,372.0,99.0,11.07,1,1,1.0,14.416666666666666,24,16,66.7
5757,East Catholic,5758,8.0,0.0,7.8,9.2,6.9,62.8,0.0,13.4,567.0,567.0,11.21,1,1,1.0,13.88,27,19,70.39999999999999
5765,Fairfield Prep,5766,10.0,0.0,7.4,8.4,6.2,76.0,0.0,2.0,770.0,770.0,10.27,1,1,1.0,12.565217391304348,23,20,87.0
5785,Holy Cross,5786,7.0,0.0,0.0,68.5,31.5,0.0,0.0,0.0,413.0,413.0,10.59,1,1,1.0,14.416666666666666,25,17,68.0
5797,Kolbe-Cathedral,5798,6.0,1.1,4.3,53.4,37.6,2.9,0.0,0.7,277.0,277.0,12.59,1,1,1.0,12.851851851851851,28,23,82.1
5827,Notre Dame Catholic,5828,9.0,0.0,8.8,20.8,19.3,42.5,0.0,8.8,457.0,457.0,13.09,1,1,1.0,8.36,25,18,72.0
5895,Xavier,5896,9.0,0.2,9.1,8.4,4.4,77.8,0.0,0.0,405.0,405.0,13.73,1,1,1.0,-0.0909090909090909,22,12,54.50000000000001
5927,Long Trail,5928,6.0,0.0,4.5,1.5,1.5,92.0,0.5,0.0,199.0,106.0,7.77,1,1,1.0,26.92,30,22,73.3
5935,Mt. St. Joseph Academy,5936,6.0,0.0,1.3,1.3,26.9,61.5,0.0,9.0,78.0,78.0,7.36,1,1,1.0,14.833333333333334,38,25,65.8
5944,Rice Memorial,5945,8.0,,,,,,,,369.0,369.0,13.72,1,1,1.0,13.653846153846152,34,22,64.7
5976,Algoma Christian,5977,6.0,0.0,4.3,1.6,4.8,89.4,0.0,0.0,198.0,56.0,11.75,1,1,1.0,14.25,13,7,53.8
5979,All Saints Central,5980,6.0,1.8,2.7,22.7,0.9,70.9,0.0,0.9,110.0,62.0,7.53,1,1,1.0,-8.65,20,6,30.0
5987,Andrews Academy,5988,3.0,0.8,13.7,16.7,17.5,51.0,0.4,0.0,263.0,263.0,18.65,1,1,1.0,-13.5,22,7,31.8
6000,Austin Catholic,6001,6.0,2.5,3.7,0.0,1.2,82.7,1.2,8.6,81.0,81.0,7.17,1,1,1.0,-17.176470588235293,17,3,17.599999999999998
6004,Barry County Christian,6005,4.0,0.0,1.9,5.6,0.9,90.7,0.0,0.9,108.0,31.0,10.8,1,1,1.0,1.1333333333333333,16,8,50.0
6006,Battle Creek Academy,6007,3.0,0.0,34.7,15.3,17.4,28.6,0.0,4.1,98.0,30.0,10.89,1,1,1.0,-15.2,20,5,25.0
6024,Bethany Christian,6025,4.0,0.0,2.8,4.8,6.8,85.5,0.0,0.0,248.0,67.0,9.8,1,1,1.0,1.0,11,5,45.5
6034,Bishop Foley,6035,10.0,0.3,3.8,3.8,2.6,84.3,0.6,4.5,312.0,312.0,13.05,1,1,1.0,-1.4090909090909092,23,13,56.49999999999999
6051,Brother Rice,6052,8.0,0.6,3.5,2.2,6.7,86.8,0.0,0.2,539.0,539.0,13.21,1,1,1.0,6.954545454545454,22,15,68.2
6058,Cabrini,6059,8.0,0.0,5.7,16.8,1.6,75.8,0.0,0.0,244.0,244.0,8.62,1,1,1.0,-19.944444444444443,18,3,16.7
6064,Calvary Christian,6065,5.0,1.1,4.8,4.8,4.2,83.6,0.0,1.6,208.0,71.0,12.6,1,1,1.0,16.681818181818183,22,16,72.7
6069,Calvin Christian,6070,7.0,0.2,1.4,2.9,0.6,95.0,0.0,0.0,904.0,312.0,13.3,1,1,1.0,15.0,23,19,82.6
6075,Cardinal Mooney Catholic,6076,7.0,0.0,0.0,0.0,0.0,97.4,0.6,1.9,157.0,157.0,10.47,1,1,1.0,3.5416666666666665,24,15,62.5
6089,Catholic Central,6090,9.0,0.3,1.4,2.8,1.4,89.6,0.3,4.1,991.0,991.0,15.25,1,1,1.0,6.0,25,16,64.0
6109,Christian,6110,9.0,1.5,8.3,1.0,15.8,73.1,0.2,0.0,803.0,803.0,17.88,1,1,1.0,9.476190476190476,21,16,76.2
6136,Covenant Christian,6137,5.0,0.0,0.3,0.3,0.0,99.5,0.0,0.0,390.0,390.0,14.83,1,1,1.0,14.333333333333334,21,17,81.0
6140,Cranbrook Kingswood,6141,8.0,0.2,5.5,1.8,13.6,71.0,0.0,7.9,556.0,186.0,7.57,1,1,1.0,-1.8,20,6,30.0
6147,De La Salle Collegiate,6148,9.0,0.9,3.1,1.9,9.0,82.9,1.5,0.7,686.0,686.0,10.62,1,1,1.0,13.51851851851852,27,20,74.1
6153,Detroit Country Day,6154,9.0,0.1,23.2,1.8,11.6,57.9,0.1,5.3,1458.0,656.0,7.92,1,1,1.0,12.090909090909092,22,16,72.7
6155,Detroit Cristo Rey,6156,6.0,0.0,0.0,78.3,20.6,1.1,0.0,0.0,355.0,355.0,16.9,1,1,1.0,-11.933333333333334,15,5,33.300000000000004
6160,Divine Child,6161,8.0,1.5,4.3,5.9,2.9,81.6,1.5,2.4,884.0,884.0,17.33,1,1,1.0,5.0,22,13,59.1
6185,Factoryville Christian,6186,2.0,1.7,5.1,3.4,0.0,89.8,0.0,0.0,65.0,13.0,8.55,1,1,1.0,5.571428571428571,9,3,33.300000000000004
6186,Everest Collegiate,6187,7.0,0.0,2.3,18.8,0.5,78.4,0.0,0.0,418.0,119.0,11.26,1,1,1.0,13.521739130434783,23,17,73.9
6190,Faith Baptist,6191,4.0,0.0,0.0,2.2,0.9,96.9,0.0,0.0,236.0,84.0,10.62,1,1,1.0,-7.166666666666667,18,7,38.9
6207,Forest Hills Northern,6208,9.0,0.0,6.9,3.2,3.8,86.1,0.0,0.0,900.0,314.0,14.79,1,1,1.0,-3.2,20,8,40.0
6212,Frankel Jewish Academy of Metro Detroit,6213,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,125.0,125.0,4.94,1,1,1.0,-20.846153846153847,13,4,30.8
6219,Gabriel Richard,6220,9.0,0.2,5.6,8.3,1.0,79.6,0.4,4.8,480.0,480.0,11.91,1,1,1.0,3.238095238095238,21,12,57.1
6247,Greenhills,6248,8.0,,,,,,,,700.0,400.0,7.0,1,1,1.0,1.181818181818182,22,11,50.0
6250,Groves,6251,8.0,0.1,23.2,1.8,11.6,57.9,0.1,5.3,1458.0,656.0,7.92,1,1,1.0,4.2727272727272725,22,14,63.6
6256,Hackett Catholic Prep,6257,6.0,0.0,6.4,8.1,0.4,74.9,0.4,9.8,235.0,235.0,11.41,1,1,1.0,-2.571428571428572,21,12,57.1
6263,Harbor Light Christian,6264,4.0,4.0,8.0,3.2,3.2,78.4,2.4,0.8,137.0,46.0,9.26,1,1,1.0,-1.619047619047619,21,12,57.1
6275,Heritage Christian Academy,6276,4.0,4.2,0.5,4.2,2.6,84.3,1.6,2.6,191.0,64.0,11.51,1,1,1.0,-3.8125,16,8,50.0
6283,Hillsdale Academy,6284,5.0,0.0,0.5,1.9,1.4,96.2,0.0,0.0,212.0,79.0,9.46,1,1,1.0,20.863636363636363,23,17,73.9
6288,Hope Christian Academy,6289,7.0,0.0,3.7,8.5,0.0,87.8,0.0,0.0,82.0,82.0,12.06,1,1,1.0,-1.95,20,9,45.0
6293,Howardsville Christian,6294,4.0,0.0,0.0,0.0,0.7,99.3,0.0,0.0,172.0,34.0,10.07,1,1,1.0,-8.136363636363637,22,5,22.7
6306,Inter-City Baptist,6307,5.0,,,,,,,,310.0,98.0,12.65,1,1,1.0,-3.8181818181818175,22,9,40.9
6310,Jackson Christian,6311,6.0,0.0,3.9,3.0,5.9,84.7,0.0,2.5,231.0,65.0,10.15,1,1,1.0,-8.454545454545455,23,7,30.4
6316,Kalamazoo Christian,6317,7.0,,,,,,,,238.0,238.0,14.08,1,1,1.0,7.909090909090909,22,15,68.2
6341,Lakecrest Baptist,6342,3.0,0.0,0.0,10.4,1.5,65.7,0.0,22.4,69.0,17.0,6.44,1,1,1.0,-7.0,7,4,57.1
6365,Lenawee Christian,6366,7.0,0.4,3.4,7.3,1.0,85.5,0.0,2.4,590.0,202.0,16.53,1,1,1.0,-1.7692307692307692,26,13,50.0
6373,Loyola,6374,12.0,0.0,0.0,0.0,98.1,1.3,0.0,0.6,159.0,159.0,10.67,1,1,1.0,5.428571428571429,24,15,62.5
6374,Lumen Christi Catholic,6375,10.0,1.1,0.7,7.6,2.7,83.0,0.0,4.9,447.0,307.0,11.43,1,1,1.0,-16.3,20,3,15.0
6376,Lutheran,6377,7.0,0.0,3.7,8.5,0.0,87.8,0.0,0.0,82.0,82.0,12.06,1,1,1.0,5.181818181818182,22,15,68.2
6416,Michigan Lutheran Seminary,6417,5.0,0.0,7.6,0.5,0.0,86.7,0.5,4.6,196.0,196.0,8.87,1,1,1.0,-18.82608695652174,23,4,17.4
6442,Muskegon Catholic Central,6443,7.0,0.6,5.2,12.8,5.2,72.0,0.0,4.3,357.0,126.0,19.29,1,1,1.0,-7.45,20,6,30.0
6461,Northern Michigan Christian,6462,5.0,0.9,3.4,0.4,0.9,94.4,0.0,0.0,296.0,73.0,10.55,1,1,1.0,22.125,24,23,95.8
6464,NorthPointe Christian,6465,7.0,0.0,6.9,3.2,3.8,86.1,0.0,0.0,900.0,314.0,14.79,1,1,1.0,7.608695652173913,23,14,60.9
6467,Notre Dame Prep,6468,8.0,0.1,5.9,7.0,4.3,80.3,0.0,2.5,959.0,633.0,11.61,1,1,1.0,7.24,25,18,72.0
6470,Novi Christian Academy,6471,6.0,0.0,5.0,1.3,24.4,66.7,1.3,1.3,303.0,74.0,9.18,1,1,1.0,-12.083333333333334,13,2,15.4
6473,Oakland Christian,6474,7.0,0.0,7.4,4.2,7.0,78.7,0.0,2.7,515.0,183.0,11.39,1,1,1.0,-4.75,20,9,45.0
6488,Our Lady of the Lakes,6489,10.0,0.0,65.3,6.4,0.0,8.7,2.3,17.4,302.0,112.0,6.66,1,1,1.0,-3.8181818181818175,22,10,45.5
6492,Our Lady of the Lake Catholic,6493,5.0,1.2,2.5,5.0,3.1,84.5,0.0,3.7,161.0,80.0,11.42,1,1,1.0,-12.7,20,8,40.0
6515,Plymouth Christian Academy,6516,7.0,0.7,4.5,4.7,9.6,80.0,0.5,0.0,524.0,177.0,9.41,1,1,1.0,6.956521739130435,23,14,60.9
6554,Rudolf Steiner,6555,6.0,2.6,6.9,6.2,1.8,71.6,0.0,10.9,299.0,93.0,5.51,1,1,1.0,-25.22222222222222,9,0,0.0
6557,Sacred Heart Academy,6558,5.0,1.0,3.1,1.6,2.1,85.8,0.0,6.4,403.0,108.0,11.31,1,1,1.0,2.5,18,10,55.60000000000001
6560,Salem,6561,7.0,0.7,4.5,4.7,9.6,80.0,0.5,0.0,524.0,177.0,9.41,1,1,1.0,-5.714285714285714,21,7,33.300000000000004
6573,Shrine Catholic,6574,10.0,0.0,9.5,5.3,5.3,78.2,0.0,1.5,262.0,262.0,10.08,1,1,1.0,-5.0,23,8,34.8
6576,South Christian,6577,9.0,0.0,3.2,0.8,0.8,95.2,0.0,0.0,625.0,625.0,16.53,1,1,1.0,16.142857142857142,21,16,76.2
6581,Spring Vale Academy,6582,3.0,0.0,2.0,32.0,4.0,62.0,0.0,0.0,50.0,34.0,6.17,1,1,1.0,-3.0,9,3,33.300000000000004
6582,Southfield Christian,6583,7.0,0.0,1.6,0.7,62.4,27.5,0.2,7.7,594.0,168.0,13.2,1,1,1.0,21.08,25,20,80.0
6595,St. Mary Cathedral,6596,6.0,0.0,1.2,3.6,0.0,95.2,0.0,0.0,295.0,78.0,9.76,1,1,1.0,-1.7826086956521738,23,10,43.5
6596,St. Mary Catholic Central,6597,8.0,0.6,2.4,3.8,1.5,89.0,0.0,2.7,338.0,338.0,12.61,1,1,1.0,1.0909090909090908,22,13,59.1
6601,St. Patrick,6602,7.0,0.6,1.6,4.2,3.2,90.4,0.0,0.0,343.0,93.0,17.33,1,1,1.0,-12.333333333333334,21,3,14.3
6602,State Line Christian,6603,4.0,0.0,1.8,4.9,3.6,88.8,0.0,0.9,257.0,59.0,10.23,1,1,1.0,10.96,25,18,72.0
6623,Traverse City Christian,6624,5.0,0.5,1.5,1.5,1.0,94.6,0.0,1.0,218.0,66.0,11.87,1,1,1.0,13.5,22,16,72.7
6630,Tri-Unity Christian,6631,6.0,0.0,1.4,3.6,7.6,87.3,0.0,0.0,323.0,94.0,14.78,1,1,1.0,16.25925925925926,27,21,77.8
6646,Valley Lutheran,6647,5.0,0.7,2.3,5.0,2.7,88.0,0.0,1.3,299.0,299.0,14.17,1,1,1.0,-10.818181818181818,22,6,27.3
6660,Washtenaw Christian Academy,6661,7.0,0.0,3.7,3.7,11.8,77.0,0.0,3.7,135.0,40.0,6.82,1,1,1.0,16.74074074074074,27,24,88.9
6666,West Bloomfield,6667,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,38.0,4.26,1,1,1.0,-6.35,20,5,25.0
6681,Western Michigan Christian,6682,6.0,0.9,4.9,3.4,8.6,78.9,0.0,3.4,350.0,272.0,15.28,1,1,1.0,-8.0,21,7,33.300000000000004
6696,Zion Christian,6697,6.0,0.0,0.7,0.0,0.3,98.0,0.0,1.0,315.0,95.0,11.92,1,1,1.0,-1.2,20,8,40.0
6698,Aquinas,6699,8.0,0.0,0.4,3.2,0.0,95.9,0.4,0.0,246.0,142.0,9.8,1,1,1.0,-11.636363636363637,23,4,17.4
6723,Bishop Neumann,6724,8.0,0.0,0.4,0.8,1.2,95.0,0.8,1.9,258.0,173.0,11.32,1,1,1.0,-6.521739130434782,23,7,30.4
6736,Brownell Talbot,6737,8.0,0.0,12.0,4.5,6.0,66.8,0.0,10.7,422.0,138.0,7.96,1,1,1.0,-15.545454545454543,24,3,12.5
6749,College View Academy,6750,7.0,0.0,2.4,16.4,7.2,69.6,1.6,2.8,265.0,70.0,13.3,1,1,1.0,7.7894736842105265,20,12,60.0
6753,Concordia,6754,9.0,0.8,3.0,1.8,3.0,86.1,1.5,3.8,395.0,267.0,16.6,1,1,1.0,15.846153846153848,26,22,84.6
6762,Creighton Prep,6763,11.0,0.0,2.4,6.7,7.0,81.1,0.1,2.7,1000.0,1000.0,13.11,1,1,1.0,6.730769230769231,26,18,69.19999999999999
