,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
6795,Grand Island Central Catholic,6796,10.0,0.0,2.2,17.0,5.2,75.7,0.0,0.0,271.0,157.0,9.85,1,1,1.0,11.571428571428571,28,24,85.7
6799,Gross Catholic,6800,10.0,0.0,4.4,15.4,3.7,76.2,0.0,0.2,429.0,397.0,12.15,1,1,1.0,-13.772727272727272,22,4,18.2
6806,Heartland Lutheran,6807,6.0,0.0,3.6,3.6,7.1,85.7,0.0,0.0,56.0,56.0,8.24,1,1,1.0,-21.904761904761905,21,4,19.0
6823,Kearney Catholic,6824,8.0,0.0,1.4,2.2,0.6,95.5,0.3,0.0,357.0,201.0,16.15,1,1,1.0,17.620689655172413,29,27,93.1
6836,Lincoln Lutheran,6837,9.0,0.0,2.7,0.0,1.0,93.6,0.0,2.7,295.0,166.0,13.35,1,1,1.0,-0.9130434782608696,23,13,56.49999999999999
6846,Lourdes Central Catholic,6847,6.0,0.0,1.3,11.0,0.7,86.8,0.0,0.3,354.0,113.0,13.25,1,1,1.0,5.5,26,15,57.7
6850,Lutheran-Northeast,6851,7.0,0.0,4.9,6.6,1.6,86.9,0.0,0.0,122.0,122.0,10.8,1,1,1.0,16.5,22,17,77.3
6859,Mount Michael Benedictine,6860,11.0,1.3,10.5,4.6,3.4,79.4,0.8,0.0,238.0,238.0,8.5,1,1,1.0,-3.136363636363636,23,10,43.5
6864,Nebraska Christian,6865,7.0,0.0,10.0,0.0,1.6,88.4,0.0,0.0,198.0,103.0,9.95,1,1,1.0,4.043478260869565,23,9,39.1
6872,Norfolk Catholic,6873,9.0,0.0,1.4,7.8,0.2,90.0,0.0,0.6,510.0,156.0,14.41,1,1,1.0,16.142857142857142,28,23,82.1
6880,Omaha Christian Academy,6881,8.0,0.4,7.0,0.0,11.7,78.5,0.4,2.0,282.0,68.0,11.13,1,1,1.0,13.227272727272728,22,17,77.3
6938,St. Cecilia,6939,8.0,0.4,7.1,10.9,0.4,79.8,0.0,1.3,238.0,131.0,9.52,1,1,1.0,5.884615384615385,26,18,69.19999999999999
6942,St. Patrick's,6943,7.0,0.0,4.6,7.4,1.5,84.3,0.6,1.5,365.0,95.0,8.81,1,1,1.0,24.0,28,26,92.9
6986,Atlantic Shores Christian,6987,10.0,0.3,4.5,8.6,23.0,56.8,0.0,6.9,699.0,189.0,9.39,1,1,1.0,17.457142857142856,35,23,65.7
6997,Banner Christian,6998,8.0,0.0,4.2,10.3,20.2,65.3,0.0,0.0,364.0,33.0,10.65,1,1,1.0,21.0,33,24,72.7
6999,Benedictine,7000,10.0,0.0,0.8,3.5,20.5,74.0,0.0,1.2,258.0,258.0,9.08,1,1,1.0,7.576923076923077,26,21,80.80000000000001
7002,Bishop O'Connell,7003,12.0,0.0,9.3,13.1,9.2,59.0,0.0,9.3,1180.0,1180.0,11.09,1,1,1.0,6.806451612903226,31,18,58.1
7003,Bethel Christian,7004,9.0,0.0,0.8,1.5,41.7,54.6,0.0,1.5,155.0,23.0,11.0,1,1,1.0,-4.0,11,4,36.4
7004,Bishop Ireton,7005,10.0,0.4,7.3,9.5,9.6,67.4,0.0,5.8,780.0,780.0,13.71,1,1,1.0,-7.428571428571429,21,6,28.6
7005,Blue Ridge Christian,7006,8.0,0.0,0.4,0.9,1.7,97.0,0.0,0.0,261.0,57.0,8.82,1,1,1.0,-17.416666666666668,12,0,0.0
7008,Blue Ridge,7009,11.0,0.6,20.0,0.0,16.5,55.3,0.0,7.6,170.0,170.0,5.74,1,1,1.0,20.457142857142856,35,30,85.7
7010,Blessed Sacrament-Huguenot,7011,9.0,0.0,3.0,13.0,1.5,82.5,0.0,0.0,268.0,85.0,5.81,1,1,1.0,-3.0434782608695654,23,13,56.49999999999999
7013,Boys' Home,7014,8.0,0.0,0.0,0.0,35.9,32.1,0.0,32.1,53.0,31.0,3.81,1,1,1.0,3.55,22,13,59.1
7015,Broadwater Academy,7016,11.0,0.4,3.3,0.0,2.0,94.3,0.0,0.0,275.0,101.0,5.87,1,1,1.0,16.75,28,20,71.39999999999999
7020,Cape Henry Collegiate,7021,12.0,0.2,4.2,1.5,6.4,80.8,0.3,6.6,941.0,359.0,8.9,1,1,1.0,8.75,24,14,58.3
7035,Catholic,7036,13.0,0.7,9.7,13.8,7.7,59.2,2.2,6.8,414.0,414.0,12.7,1,1,1.0,13.8125,32,25,78.10000000000001
7044,Chatham,7045,12.0,0.0,19.1,6.6,7.9,60.5,0.0,5.9,152.0,152.0,5.67,1,1,1.0,2.210526315789474,19,9,47.4
7046,Christ Chapel Academy,7047,10.0,0.5,6.1,8.1,55.7,22.9,0.8,5.8,453.0,100.0,10.8,1,1,1.0,3.928571428571429,28,15,53.6
7048,Christchurch School,7049,7.0,0.0,5.7,1.9,6.7,85.7,0.0,0.0,210.0,210.0,5.33,1,1,1.0,-25.0,17,2,11.8
7050,Christian Heritage Academy,7051,8.0,0.0,0.0,2.4,2.4,95.1,0.0,0.0,179.0,37.0,7.85,1,1,1.0,7.473684210526316,20,11,55.00000000000001
7058,Collegiate,7059,13.0,0.0,6.6,1.2,7.1,79.7,0.0,5.4,1667.0,559.0,9.51,1,1,1.0,-0.8518518518518519,27,15,55.60000000000001
7070,Denbigh Baptist Christian,7071,9.0,0.0,4.2,6.6,14.6,68.4,0.9,5.2,226.0,49.0,12.85,1,1,1.0,-24.5,20,4,20.0
7073,Eastern Mennonite,7074,7.0,0.0,5.7,6.5,2.6,80.7,0.0,4.6,352.0,160.0,11.0,1,1,1.0,1.2,26,16,61.5
7082,Episcopal,7083,10.0,0.0,10.9,6.0,10.4,66.7,0.0,6.0,450.0,450.0,7.5,1,1,1.0,4.84,25,17,68.0
7087,Faith Christian,7088,8.0,0.0,2.1,1.0,3.5,89.1,0.0,4.2,295.0,81.0,10.14,1,1,1.0,-12.2,20,5,25.0
7088,First Colonial,7089,12.0,0.2,4.2,1.5,6.4,80.8,0.3,6.6,941.0,359.0,8.9,1,1,1.0,-15.409090909090908,22,3,13.6
7093,Fishburne Military,7094,10.0,0.7,7.9,2.0,16.4,64.5,0.7,7.9,152.0,121.0,7.1,1,1,1.0,-13.588235294117649,17,5,29.4
7100,Fredericksburg Academy,7101,9.0,0.6,5.8,7.4,9.0,69.9,0.0,7.4,355.0,90.0,4.07,1,1,1.0,-19.75,13,1,7.7
7103,Fredericksburg Christian,7104,10.0,1.6,3.1,7.0,9.2,74.3,0.1,4.7,832.0,241.0,13.14,1,1,1.0,-7.368421052631579,20,10,50.0
7110,Gar-Field,7111,9.0,0.5,6.1,8.1,55.7,22.9,0.8,5.8,453.0,100.0,10.8,1,1,1.0,-4.090909090909091,22,8,36.4
7111,Gateway Christian,7112,7.0,0.0,3.5,4.7,31.4,50.0,2.3,8.1,219.0,43.0,8.6,1,1,1.0,-19.476190476190474,22,7,31.8
7114,Gill Grove Baptist,7115,7.0,0.0,4.2,2.8,2.8,90.1,0.0,0.0,71.0,14.0,10.92,1,1,1.0,16.14814814814815,27,24,88.9
7124,Grace Christian,7125,10.0,0.3,2.2,1.9,1.3,91.5,0.0,2.8,346.0,105.0,10.5,1,1,1.0,0.8947368421052632,19,10,52.6
7131,Great Hope Baptist,7132,7.0,0.0,4.6,11.4,9.1,70.4,0.0,4.6,76.0,6.0,6.77,1,1,1.0,-1.2857142857142858,10,4,40.0
7134,Greenbrier Christian Academy,7135,9.0,0.0,11.1,0.0,5.6,83.3,0.0,0.0,36.0,9.0,4.34,1,1,1.0,-8.818181818181818,22,9,40.9
7136,Grove Christian School,7137,8.0,0.0,5.7,5.2,22.8,61.7,0.0,4.7,212.0,43.0,10.55,1,1,1.0,-10.22222222222222,18,5,27.800000000000004
7137,Guardian Christian Academy,7138,8.0,0.0,4.2,10.3,20.2,65.3,0.0,0.0,364.0,33.0,10.65,1,1,1.0,-14.352941176470589,17,4,23.5
7142,Hampton Christian Academy,7143,9.0,,,,,,,,233.0,63.0,9.09,1,1,1.0,7.24,25,14,56.00000000000001
7143,Hampton Roads Academy,7144,11.0,0.0,6.2,1.7,6.9,85.1,0.0,0.0,603.0,223.0,8.23,1,1,1.0,-9.0,24,7,29.2
7145,Hargrave Military Academy,7146,12.0,2.0,10.3,2.7,28.1,41.8,2.7,12.3,146.0,127.0,9.24,1,1,1.0,-1.84,26,12,46.2
7147,Harrisonburg,7148,10.0,0.0,0.0,0.0,0.7,99.3,0.0,0.0,152.0,34.0,12.88,1,1,1.0,-11.045454545454543,22,6,27.3
7160,Highland,7161,11.0,0.0,4.0,2.8,3.8,82.1,0.0,7.3,485.0,214.0,6.72,1,1,1.0,10.451612903225806,31,21,67.7
7178,Jefferson Christian Academy,7179,3.0,0.0,1.3,1.3,2.6,94.9,0.0,0.0,78.0,19.0,7.72,1,1,1.0,-8.882352941176471,18,4,22.2
7184,John Marshall,7185,7.0,2.9,0.0,0.0,11.8,82.4,0.0,2.9,34.0,30.0,6.07,1,1,1.0,23.653846153846157,26,22,84.6
7188,Kenston Forest,7189,9.0,0.0,0.3,0.3,0.0,99.3,0.0,0.0,346.0,125.0,8.86,1,1,1.0,4.142857142857143,21,15,71.39999999999999
7198,L.C. Bird,7199,13.0,0.0,4.2,10.3,20.2,65.3,0.0,0.0,364.0,33.0,10.65,1,1,1.0,18.727272727272727,22,19,86.4
7200,Lake Taylor,7201,10.0,0.0,0.0,0.0,26.5,64.7,0.0,8.8,34.0,26.0,11.33,1,1,1.0,2.0476190476190474,23,10,43.5
7241,Miller School of Albemarle,7242,12.0,0.0,20.0,7.9,5.3,66.8,0.0,0.0,190.0,177.0,8.15,1,1,1.0,15.037037037037036,29,21,72.39999999999999
7245,Mount Vernon,7246,9.0,0.8,5.9,28.4,17.7,35.4,0.0,11.8,254.0,143.0,5.53,1,1,1.0,-6.590909090909091,22,4,18.2
7250,New Covenant,7251,10.0,0.2,1.5,0.7,2.2,92.4,0.2,2.7,432.0,108.0,13.13,1,1,1.0,-0.6086956521739131,23,11,47.8
7253,Nansemond-Suffolk Academy,7254,11.0,0.4,5.6,1.6,10.7,75.7,0.1,5.9,897.0,298.0,11.14,1,1,1.0,0.6086956521739131,23,12,52.2
7256,Norfolk Christian,7257,12.0,0.3,1.9,3.6,16.8,75.0,0.0,2.4,662.0,242.0,8.01,1,1,1.0,-26.38095238095238,21,3,14.3
7257,Norfolk Academy,7258,13.0,0.0,8.6,2.5,8.4,75.2,0.1,5.3,1181.0,469.0,10.01,1,1,1.0,11.961538461538462,26,15,57.7
7258,North Cross,7259,12.0,0.0,10.2,1.3,8.2,73.1,0.0,7.2,507.0,195.0,8.37,1,1,1.0,6.090909090909091,22,13,59.1
7266,Oak Hill Academy - Red,7267,2.0,0.0,2.0,3.9,24.5,68.6,1.0,0.0,102.0,98.0,5.7,1,1,1.0,-12.466666666666669,18,2,11.1
7273,Oak Hill Academy,7274,8.0,0.0,2.0,3.9,24.5,68.6,1.0,0.0,102.0,98.0,5.7,1,1,1.0,18.902439024390244,42,31,73.8
7287,Portsmouth Christian,7288,11.0,0.2,3.4,1.7,25.8,65.8,0.0,3.1,522.0,163.0,12.69,1,1,1.0,0.0833333333333333,24,12,50.0
7288,Peninsula Catholic,7289,10.0,0.8,13.1,12.7,9.0,53.6,1.5,9.4,267.0,250.0,11.56,1,1,1.0,16.742857142857144,35,25,71.39999999999999
7291,Paul VI,7292,11.0,0.0,13.4,4.5,4.8,67.2,0.1,10.1,694.0,271.0,9.49,1,1,1.0,12.083333333333334,36,31,86.1
7298,Princess Anne,7299,14.0,0.0,3.5,4.7,31.4,50.0,2.3,8.1,219.0,43.0,8.6,1,1,1.0,5.05,21,14,66.7
7302,Randolph-Macon Academy,7303,11.0,0.0,16.1,3.5,29.6,47.4,0.0,3.5,230.0,181.0,6.08,1,1,1.0,-13.428571428571429,14,4,28.6
7305,Richmond Christian,7306,8.0,0.0,0.8,7.4,28.9,59.9,0.0,2.9,242.0,87.0,10.08,1,1,1.0,15.969696969696969,33,21,63.6
7310,Rise Academy,7311,6.0,0.0,0.0,4.4,82.2,4.4,0.0,8.9,45.0,45.0,6.82,1,1,1.0,0.4166666666666667,36,14,38.9
7313,Roanoke Valley Christian,7314,10.0,0.0,3.4,1.6,9.1,86.0,0.0,0.0,439.0,121.0,9.02,1,1,1.0,-1.625,24,12,50.0
7315,Roanoke Catholic,7316,8.0,1.2,4.4,18.5,6.5,67.4,0.0,2.1,461.0,168.0,10.07,1,1,1.0,6.357142857142857,28,14,50.0
7336,St. Anne's-Belfield,7337,12.0,0.4,13.8,2.8,9.0,68.5,0.2,5.3,892.0,394.0,8.1,1,1,1.0,11.461538461538462,26,20,76.9
7338,St. Michael the Archangel,7339,8.0,0.0,6.9,0.0,13.8,79.3,0.0,0.0,58.0,58.0,5.37,1,1,1.0,9.533333333333331,15,11,73.3
7343,St. Stephen's & St. Agnes,7344,12.0,,,,,,,,1120.0,320.0,0.0,1,1,1.0,15.304347826086955,24,19,79.2
7346,Summit Christian Academy,7347,10.0,0.0,2.3,5.0,8.2,76.4,0.9,7.3,230.0,83.0,9.73,1,1,1.0,-4.086956521739131,23,8,34.8
7353,Tabernacle Baptist Academy,7354,7.0,3.1,24.0,5.2,26.0,29.2,2.1,10.4,128.0,30.0,7.8,1,1,1.0,-30.0,12,0,0.0
7355,Tabb,7356,10.0,0.0,2.3,5.0,8.2,76.4,0.9,7.3,230.0,83.0,9.73,1,1,1.0,-5.136363636363637,22,12,54.50000000000001
7357,Tandem Friends,7358,9.0,0.0,8.0,0.9,9.9,80.8,0.5,0.0,213.0,97.0,6.76,1,1,1.0,-1.5,14,8,57.1
7361,The Carmel School,7362,9.0,0.0,0.5,1.6,16.9,77.2,0.0,3.7,204.0,55.0,5.21,1,1,1.0,9.64516129032258,31,14,45.2
7364,The New Community School,7365,7.0,0.5,1.0,1.5,2.5,87.6,1.5,5.4,202.0,112.0,4.29,1,1,1.0,-12.285714285714286,14,3,21.4
7366,Tidewater Academy,7367,8.0,0.0,0.0,0.0,3.2,96.8,0.0,0.0,172.0,53.0,7.35,1,1,1.0,-1.9583333333333333,27,13,48.1
7368,Timberlake Christian,7369,8.0,0.9,5.8,3.3,2.7,85.4,0.0,1.8,399.0,101.0,11.83,1,1,1.0,-5.2,20,5,25.0
7369,Trinity Christian,7370,11.0,0.0,13.4,4.5,4.8,67.2,0.1,10.1,694.0,271.0,9.49,1,1,1.0,-15.647058823529411,17,3,17.599999999999998
7370,Trinity at Meadow View,7371,6.0,1.2,3.0,9.5,3.6,76.8,0.0,6.0,168.0,117.0,7.89,1,1,1.0,-1.1764705882352942,17,8,47.1
7371,Trinity Episcopal,7372,12.0,0.0,2.8,2.6,10.7,80.6,0.0,3.4,505.0,483.0,8.43,1,1,1.0,-7.36,25,5,20.0
7382,Veritas School,7383,10.0,2.9,0.0,0.0,11.8,82.4,0.0,2.9,34.0,30.0,6.07,1,1,1.0,-0.7142857142857143,21,10,47.6
7386,Virginia Episcopal School,7387,12.0,0.0,16.9,4.6,8.8,67.8,0.0,1.9,261.0,261.0,7.72,1,1,1.0,0.2352941176470588,34,16,47.1
7402,Williamsburg Christian Academy,7403,8.0,0.8,0.8,3.0,11.2,84.3,0.0,0.0,163.0,41.0,8.32,1,1,1.0,-20.94117647058824,17,3,17.599999999999998
7409,Woodberry Forest,7410,12.0,0.0,3.5,0.2,8.5,85.0,0.2,2.5,400.0,400.0,6.57,1,1,1.0,5.241379310344827,29,18,62.1
7415,Word of Life Christian Academy,7416,7.0,0.0,6.2,6.6,13.8,53.0,0.0,20.4,470.0,28.0,15.67,1,1,1.0,-35.5,25,0,0.0
7417,AGBU,7418,9.0,0.0,0.8,3.2,0.2,95.1,0.0,0.8,787.0,190.0,9.95,1,1,1.0,20.318181818181817,22,21,95.5
7420,Alemany,7421,12.0,,,,,,,,984.0,984.0,15.14,1,1,1.0,-1.962962962962963,27,13,48.1
7430,Acaciawood,7431,7.0,0.0,38.0,32.0,2.0,12.0,0.0,16.0,100.0,29.0,6.62,1,1,1.0,-9.3,20,8,40.0
7461,Archbishop Hanna,7462,6.0,0.0,5.0,47.5,13.8,28.8,0.0,5.0,80.0,80.0,5.71,1,1,1.0,-20.105263157894736,22,6,27.3
7462,Apostles Lutheran,7463,3.0,0.5,20.8,9.9,28.7,29.7,0.0,10.4,202.0,54.0,11.95,1,1,1.0,10.38095238095238,21,12,57.1
7464,Aquinas,7465,12.0,1.2,12.9,50.7,5.4,20.7,1.0,8.2,521.0,521.0,12.71,1,1,1.0,11.758620689655173,29,19,65.5
7465,Archbishop Mitty,7466,13.0,0.1,31.6,12.3,3.8,36.1,1.4,14.6,1768.0,1768.0,16.4,1,1,1.0,8.551724137931034,29,23,79.3
7472,Archbishop Riordan,7473,12.0,0.6,21.4,10.4,10.8,56.6,0.2,0.0,527.0,527.0,7.55,1,1,1.0,8.3,30,21,70.0
7477,Arrowhead Christian,7478,10.0,1.1,9.6,15.1,2.6,61.5,0.8,9.3,1083.0,344.0,14.87,1,1,1.0,10.92,26,17,65.4
7486,Athenian,7487,9.0,0.2,28.9,6.9,6.2,45.7,0.4,11.8,536.0,362.0,7.55,1,1,1.0,19.45833333333333,25,19,76.0
7500,Basis Independent Silicon Valley,7501,4.0,0.1,86.5,0.5,0.0,8.2,0.2,4.5,808.0,421.0,12.63,1,1,1.0,9.0,7,4,57.1
7511,Bellarmine College Prep,7512,14.0,0.4,31.7,16.8,2.6,47.8,0.2,0.6,1648.0,1648.0,19.05,1,1,1.0,-0.7037037037037037,27,12,44.4
7516,Berean Christian,7517,13.0,0.5,11.5,14.1,6.0,57.2,0.5,10.3,418.0,418.0,13.31,1,1,1.0,-3.074074074074074,27,12,44.4
7517,Bentley,7518,8.0,0.3,17.3,9.7,8.6,48.1,0.4,15.6,699.0,339.0,7.72,1,1,1.0,-13.846153846153848,13,3,23.1
7525,Bethel Christian,7526,8.0,2.0,4.9,31.1,8.9,38.9,1.2,13.0,347.0,103.0,12.95,1,1,1.0,19.37037037037037,27,21,77.8
7532,Bishop Montgomery,7533,12.0,0.7,18.2,24.3,16.1,27.9,3.7,9.1,845.0,845.0,13.65,1,1,1.0,14.125,28,21,75.0
7533,Bishop O'Dowd,7534,12.0,0.6,14.2,12.4,21.4,49.2,2.0,0.2,1259.0,1259.0,13.07,1,1,1.0,6.166666666666667,25,18,72.0
7536,Bishop's,7537,12.0,0.0,21.6,7.5,2.1,47.3,1.1,20.4,800.0,541.0,7.92,1,1,1.0,2.2222222222222223,27,13,48.1
7540,Bosco Tech,7541,10.0,,,,,,,,393.0,393.0,7.86,1,1,1.0,4.535714285714286,29,17,58.6
7554,Buckley,7555,9.0,0.6,8.2,5.1,3.3,67.5,0.0,15.3,828.0,330.0,7.61,1,1,1.0,-4.2727272727272725,22,9,40.9
7581,California Crosspoint,7582,7.0,0.0,68.2,5.3,2.5,2.5,0.0,21.5,321.0,237.0,7.68,1,1,1.0,-20.166666666666668,12,1,8.3
7583,California Lutheran,7584,7.0,0.0,25.0,8.3,11.9,50.0,0.0,4.8,84.0,84.0,7.64,1,1,1.0,-0.9090909090909092,23,12,52.2
7589,Calvary Chapel,7590,11.0,0.4,9.9,20.5,1.5,49.8,1.8,16.1,1101.0,371.0,16.42,1,1,1.0,14.066666666666666,30,22,73.3
7592,Calvary Chapel,7593,9.0,0.9,3.0,71.0,4.1,16.9,4.1,0.0,778.0,179.0,10.74,1,1,1.0,-12.846153846153848,28,10,35.7
7597,Campbell Hall,7598,10.0,0.0,5.3,4.8,5.6,63.1,0.1,21.2,1133.0,548.0,7.55,1,1,1.0,-2.1818181818181817,23,10,43.5
7598,Calvary Baptist,7599,8.0,1.0,18.8,34.6,5.9,36.6,1.0,2.0,109.0,35.0,10.31,1,1,1.0,-7.428571428571429,21,11,52.400000000000006
7605,Cantwell-Sacred Heart of Mary,7606,9.0,0.0,7.2,86.4,0.3,4.1,0.5,1.5,391.0,391.0,19.55,1,1,1.0,-17.125,24,6,25.0
7639,Central Valley Christian,7640,10.0,0.0,1.8,1.1,7.0,87.7,0.2,2.1,1008.0,325.0,15.88,1,1,1.0,-4.678571428571429,28,10,35.7
7641,Chadwick,7642,12.0,0.0,22.6,8.4,6.8,48.3,0.2,13.7,868.0,382.0,7.9,1,1,1.0,1.368421052631579,19,12,63.2
7642,Chaminade,7643,12.0,0.7,16.5,9.3,5.5,56.3,0.6,11.2,1272.0,1272.0,28.84,1,1,1.0,-1.4285714285714286,28,11,39.3
7657,Christian Brothers,7658,13.0,0.3,5.7,21.5,6.0,43.0,6.7,16.8,1157.0,1157.0,16.58,1,1,1.0,-15.407407407407408,27,6,22.2
7658,Christian,7659,10.0,4.2,8.1,13.8,4.6,60.4,1.3,7.6,528.0,388.0,12.75,1,1,1.0,-3.642857142857143,28,11,39.3
7680,Coastal Christian,7681,6.0,0.4,10.6,6.0,0.8,82.1,0.0,0.0,235.0,58.0,12.63,1,1,1.0,-0.9523809523809524,21,10,47.6
7683,College Prep,7684,11.0,0.0,27.9,6.6,7.5,43.9,0.0,14.1,362.0,362.0,8.08,1,1,1.0,-3.72,26,10,38.5
7691,Contra Costa Christian,7692,6.0,0.0,20.1,10.0,3.2,47.0,0.8,18.9,296.0,73.0,9.36,1,1,1.0,-7.133333333333334,15,4,26.700000000000003
7702,Cornerstone Christian,7703,8.0,0.0,9.1,40.9,13.6,36.4,0.0,0.0,22.0,4.0,3.44,1,1,1.0,-18.47826086956522,23,7,30.4
7713,Crespi,7714,13.0,0.0,5.5,25.0,15.0,38.9,0.6,15.0,547.0,547.0,14.39,1,1,1.0,8.807692307692308,26,17,65.4
7714,Crean Lutheran,7715,13.0,0.1,40.0,2.9,1.0,55.0,0.9,0.0,855.0,855.0,18.0,1,1,1.0,16.333333333333332,33,26,78.8
7726,Damien,7727,14.0,1.0,18.8,34.6,5.9,36.6,1.0,2.0,109.0,35.0,10.31,1,1,1.0,16.333333333333332,36,32,88.9
7728,De La Salle,7729,13.0,0.3,3.3,18.6,5.0,56.7,2.1,14.1,1029.0,1029.0,12.41,1,1,1.0,9.857142857142858,28,22,78.60000000000001
7744,Desert Christian Academy,7745,8.0,2.6,3.0,17.9,0.7,62.6,0.0,13.2,525.0,131.0,14.08,1,1,1.0,-13.55,20,4,20.0
7763,Drew,7764,10.0,0.0,10.3,6.9,3.4,77.7,0.0,1.7,291.0,291.0,8.82,1,1,1.0,3.5,21,9,42.9
7769,East College Prep,7770,5.0,0.0,37.5,12.5,25.0,25.0,0.0,0.0,16.0,16.0,2.86,1,1,1.0,-30.0,13,2,15.4
7804,Elliot Christian,7805,10.0,0.0,7.5,20.9,3.0,68.7,0.0,0.0,67.0,67.0,9.05,1,1,1.0,1.1428571428571428,28,16,57.1
7834,Fairmont,7835,8.0,2.3,7.8,1.9,2.1,79.9,0.7,5.3,778.0,320.0,4.62,1,1,1.0,-37.24,25,1,4.0
7839,Faith Baptist,7840,6.0,0.3,14.0,15.5,19.0,21.0,0.0,30.1,1072.0,168.0,21.73,1,1,1.0,11.185185185185183,27,16,59.3
7852,Foothills Christian,7853,10.0,0.4,2.8,7.3,3.2,63.7,0.4,22.2,248.0,248.0,15.21,1,1,1.0,-21.785714285714285,29,2,6.9
7854,Forest Lake Christian,7855,9.0,4.7,0.8,2.5,2.5,82.7,3.9,2.8,367.0,164.0,14.71,1,1,1.0,-5.181818181818182,22,9,40.9
7862,Francis Parker,7863,13.0,0.0,8.3,9.3,4.1,53.4,3.8,21.2,1305.0,538.0,10.58,1,1,1.0,13.64,26,18,69.19999999999999
7870,Fremont Christian,7871,7.0,0.0,65.3,7.9,1.9,10.9,4.9,9.0,691.0,188.0,10.22,1,1,1.0,-4.526315789473684,19,8,42.1
7872,Fresno Christian,7873,9.0,0.0,9.3,16.6,3.4,70.2,0.0,0.5,561.0,221.0,15.67,1,1,1.0,3.821428571428572,30,15,50.0
7886,Geffen Academy,7887,7.0,0.8,17.6,8.1,6.2,46.1,0.2,21.0,471.0,232.0,7.48,1,1,1.0,-20.55555555555556,19,3,15.8
7909,Grace,7910,11.0,0.2,17.0,10.3,5.3,56.6,4.4,6.2,436.0,311.0,15.52,1,1,1.0,-13.272727272727272,24,8,33.300000000000004
7944,Head-Royce,7945,9.0,0.0,16.3,4.2,9.3,32.4,0.1,37.6,900.0,382.0,8.44,1,1,1.0,13.821428571428571,28,22,78.60000000000001
7951,Hesperia Christian,7952,10.0,0.0,7.6,4.3,1.3,84.4,0.0,2.3,369.0,80.0,13.48,1,1,1.0,9.26086956521739,23,13,56.49999999999999
7960,Highland Hall,7961,7.0,0.0,4.6,12.9,1.0,68.0,0.0,13.4,211.0,45.0,5.2,1,1,1.0,-9.428571428571429,8,3,37.5
7967,Hillcrest Christian,7968,9.0,0.0,6.4,15.8,2.0,66.0,0.0,9.8,252.0,78.0,10.1,1,1,1.0,-4.666666666666667,21,10,47.6
7972,Holy Martyrs Armenian,7973,6.0,0.0,0.0,0.0,0.0,86.9,0.0,13.1,730.0,194.0,6.94,1,1,1.0,-2.1153846153846154,26,9,34.599999999999994
7984,Huntington Beach,7985,15.0,0.0,12.5,7.5,5.0,65.0,0.0,10.0,40.0,34.0,4.17,1,1,1.0,-8.481481481481481,27,6,22.2
7992,International School of Los Angeles,7993,4.0,0.0,5.2,8.8,2.7,73.0,0.0,10.3,330.0,154.0,8.68,1,1,1.0,-4.2,11,4,36.4
7998,JSerra Catholic,7999,14.0,0.7,17.1,10.2,1.9,59.4,1.1,9.4,1250.0,1250.0,12.2,1,1,1.0,7.967741935483871,31,20,64.5
8002,Jewish Community,8003,6.0,0.0,2.2,1.6,1.1,93.5,0.0,1.6,184.0,184.0,5.07,1,1,1.0,-14.6875,16,5,31.2
8003,Jesuit,8004,13.0,0.8,8.5,11.9,2.3,52.7,0.6,23.2,1043.0,1043.0,15.95,1,1,1.0,2.142857142857143,28,14,50.0
8015,Justin-Siena,8016,12.0,1.1,10.7,21.1,1.6,55.9,0.7,8.8,544.0,544.0,17.05,1,1,1.0,9.303030303030305,33,21,63.6
8020,Kehillah,8021,8.0,0.0,3.2,2.7,0.5,93.6,0.0,0.0,188.0,188.0,6.18,1,1,1.0,2.176470588235294,17,10,58.8
8035,Kirby Prep,8036,6.0,0.0,4.6,1.7,0.8,74.4,0.0,18.5,238.0,168.0,7.68,1,1,1.0,-13.5,11,4,36.4
8036,King's Academy,8037,13.0,0.1,49.8,5.1,1.1,29.1,0.3,14.4,937.0,597.0,13.4,1,1,1.0,5.615384615384615,26,17,65.4
8042,La Jolla Country Day,8043,13.0,0.2,9.7,8.7,1.1,63.4,0.8,16.1,1124.0,485.0,7.77,1,1,1.0,6.066666666666666,30,19,63.3
8050,Laguna Blanca,8051,10.0,,,,,,,,348.0,168.0,7.02,1,1,1.0,-16.363636363636363,13,3,23.1
8064,Lancaster Baptist,8065,7.0,0.0,5.9,45.7,4.3,42.1,0.0,2.0,392.0,123.0,22.27,1,1,1.0,-0.4583333333333333,24,10,41.7
8102,Linfield Christian,8103,9.0,1.3,11.4,5.0,2.1,80.1,0.0,0.2,869.0,409.0,10.48,1,1,1.0,19.13793103448276,30,25,83.3
8111,Loma Linda Academy,8112,8.0,0.7,26.1,21.4,7.6,23.7,2.8,17.6,1402.0,441.0,16.77,1,1,1.0,-8.833333333333334,21,7,33.300000000000004
8123,Los Angeles Leadership Academy,8124,7.0,0.0,0.7,92.8,0.7,0.0,5.0,0.7,279.0,279.0,12.4,1,1,1.0,16.285714285714285,21,15,71.39999999999999
